"date","county","pop"
2019-11-01,"Embu",608599
2019-11-01,"Garissa",841353
2019-11-01,"Homa Bay",1131950
2019-11-01,"Isiolo",268002
2019-11-01,"Kajiado",1117840
2019-11-01,"Kakamega",1867579
2019-11-01,"Kericho",901777
2019-11-01,"Kiambu",2417735
2019-11-01,"Kilifi",1453787
2019-11-01,"Kirinyaga",610411
2019-11-01,"Kisii",1266860
2019-11-01,"Kisumu",1155574
2019-11-01,"Kitui",1136187
2019-11-01,"Kwale",866820
2019-11-01,"Laikipia",518560
2019-11-01,"Lamu",143920
2019-11-01,"Machakos",1421932
2019-11-01,"Makueni",987653
2019-11-01,"Mandera",867457
2019-11-01,"Marsabit",459785
2019-11-01,"Meru",1545714
2019-11-01,"Migori",1116436
2019-11-01,"Mombasa",1208333
2019-11-01,"Murang'a",1056640
2019-11-01,"Nairobi",4397073
2019-11-01,"Nakuru",2162202
2019-11-01,"Nandi",885711
2019-11-01,"Narok",1157873
2019-11-01,"Nyamira",605576
2019-11-01,"Nyandarua",638289
2019-11-01,"Nyeri",759164
2019-11-01,"Samburu",310327
2019-11-01,"Siaya",993183
2019-11-01,"Taita Taveta",340671
2019-11-01,"Tana River",315943
2019-11-01,"Tharaka Nithi",393177
2019-11-01,"Trans Nzoia",990341
2019-11-01,"Turkana",926976
2019-11-01,"Uasin Gishu",1163186
2019-11-01,"Vihiga",590013
2019-11-01,"Wajir",781263
2019-11-01,"West Pokot",621241
2019-12-01,"Baringo",666763
2019-12-01,"Bomet",875689
2019-12-01,"Bungoma",1670570
2019-12-01,"Busia",893681
2019-12-01,"Elgeyo Marakwet",454480
2019-12-01,"Embu",608599
2019-12-01,"Garissa",841353
2019-12-01,"Homa Bay",1131950
2019-12-01,"Isiolo",268002
2019-12-01,"Kajiado",1117840
2019-12-01,"Kakamega",1867579
2019-12-01,"Kericho",901777
2019-12-01,"Kiambu",2417735
2019-12-01,"Kilifi",1453787
2019-12-01,"Kirinyaga",610411
2019-12-01,"Kisii",1266860
2019-12-01,"Kisumu",1155574
2019-12-01,"Kitui",1136187
2019-12-01,"Kwale",866820
2019-12-01,"Laikipia",518560
2019-12-01,"Machakos",1421932
2019-12-01,"Makueni",987653
2019-12-01,"Mandera",867457
2019-12-01,"Marsabit",459785
2019-12-01,"Meru",1545714
2019-12-01,"Migori",1116436
2019-12-01,"Mombasa",1208333
2019-12-01,"Murang'a",1056640
2019-12-01,"Nairobi",4397073
2019-12-01,"Nakuru",2162202
2019-12-01,"Nandi",885711
2019-12-01,"Narok",1157873
2019-12-01,"Nyamira",605576
2019-12-01,"Nyandarua",638289
2019-12-01,"Nyeri",759164
2019-12-01,"Samburu",310327
2019-12-01,"Siaya",993183
2019-12-01,"Taita Taveta",340671
2019-12-01,"Tana River",315943
2019-12-01,"Tharaka Nithi",393177
2019-12-01,"Trans Nzoia",990341
2019-12-01,"Turkana",926976
2019-12-01,"Uasin Gishu",1163186
2019-12-01,"Vihiga",590013
2019-12-01,"Wajir",781263
2019-12-01,"West Pokot",621241
2020-01-01,"Baringo",687000
2020-01-01,"Bomet",902000
2020-01-01,"Bungoma",1700000
2020-01-01,"Busia",914000
2020-01-01,"Elgeyo Marakwet",474000
2020-01-01,"Embu",629000
2020-01-01,"Garissa",861000
2020-01-01,"Homa Bay",1162000
2020-01-01,"Isiolo",294000
2020-01-01,"Kajiado",1179000
2020-01-01,"Kakamega",1897000
2020-01-01,"Kericho",917000
2020-01-01,"Kiambu",2501000
2020-01-01,"Kilifi",1489000
2020-01-01,"Kirinyaga",637000
2020-01-01,"Kisii",1307000
2020-01-01,"Kisumu",1186000
2020-01-01,"Kitui",1186000
2020-01-01,"Kwale",879000
2020-01-01,"Laikipia",529000
2020-01-01,"Lamu",155000
2020-01-01,"Machakos",1442000
2020-01-01,"Makueni",1008000
2020-01-01,"Mandera",887000
2020-01-01,"Marsabit",480000
2020-01-01,"Meru",1565000
2020-01-01,"Migori",1147000
2020-01-01,"Mombasa",1228000
2020-01-01,"Murang'a",1077000
2020-01-01,"Nairobi",4516000
2020-01-01,"Nakuru",2202000
2020-01-01,"Nandi",906000
2020-01-01,"Narok",1178000
2020-01-01,"Nyamira",646000
2020-01-01,"Nyandarua",657000
2020-01-01,"Nyeri",810000
2020-01-01,"Samburu",320000
2020-01-01,"Siaya",1003000
2020-01-01,"Taita Taveta",351000
2020-01-01,"Tana River",326000
2020-01-01,"Tharaka Nithi",403000
2020-01-01,"Trans Nzoia",1010000
2020-01-01,"Turkana",946000
2020-01-01,"Uasin Gishu",1183000
2020-01-01,"Vihiga",610000
2020-01-01,"Wajir",804000
2020-01-01,"West Pokot",631000
2020-02-01,"Baringo",687000
2020-02-01,"Bomet",902000
2020-02-01,"Bungoma",1700000
2020-02-01,"Busia",914000
2020-02-01,"Elgeyo Marakwet",474000
2020-02-01,"Embu",629000
2020-02-01,"Garissa",861000
2020-02-01,"Homa Bay",1162000
2020-02-01,"Isiolo",294000
2020-02-01,"Kajiado",1179000
2020-02-01,"Kakamega",1897000
2020-02-01,"Kericho",917000
2020-02-01,"Kiambu",2501000
2020-02-01,"Kilifi",1489000
2020-02-01,"Kirinyaga",637000
2020-02-01,"Kisii",1307000
2020-02-01,"Kisumu",1186000
2020-02-01,"Kitui",1186000
2020-02-01,"Kwale",879000
2020-02-01,"Laikipia",529000
2020-02-01,"Lamu",155000
2020-02-01,"Machakos",1442000
2020-02-01,"Makueni",1008000
2020-02-01,"Mandera",887000
2020-02-01,"Marsabit",480000
2020-02-01,"Meru",1565000
2020-02-01,"Migori",1147000
2020-02-01,"Mombasa",1228000
2020-02-01,"Murang'a",1077000
2020-02-01,"Nairobi",4516000
2020-02-01,"Nakuru",2202000
2020-02-01,"Nandi",906000
2020-02-01,"Narok",1178000
2020-02-01,"Nyamira",646000
2020-02-01,"Nyandarua",657000
2020-02-01,"Nyeri",810000
2020-02-01,"Samburu",320000
2020-02-01,"Siaya",1003000
2020-02-01,"Taita Taveta",351000
2020-02-01,"Tana River",326000
2020-02-01,"Tharaka Nithi",403000
2020-02-01,"Trans Nzoia",1010000
2020-02-01,"Turkana",946000
2020-02-01,"Uasin Gishu",1183000
2020-02-01,"Vihiga",610000
2020-02-01,"Wajir",804000
2020-02-01,"West Pokot",631000
2020-03-01,"Baringo",687000
2020-03-01,"Bomet",902000
2020-03-01,"Bungoma",1700000
2020-03-01,"Busia",914000
2020-03-01,"Elgeyo Marakwet",474000
2020-03-01,"Embu",629000
2020-03-01,"Garissa",861000
2020-03-01,"Homa Bay",1162000
2020-03-01,"Isiolo",294000
2020-03-01,"Kajiado",1179000
2020-03-01,"Kakamega",1897000
2020-03-01,"Kericho",917000
2020-03-01,"Kiambu",2501000
2020-03-01,"Kilifi",1489000
2020-03-01,"Kirinyaga",637000
2020-03-01,"Kisii",1307000
2020-03-01,"Kisumu",1186000
2020-03-01,"Kitui",1186000
2020-03-01,"Kwale",879000
2020-03-01,"Laikipia",529000
2020-03-01,"Machakos",1442000
2020-03-01,"Makueni",1008000
2020-03-01,"Mandera",887000
2020-03-01,"Marsabit",480000
2020-03-01,"Meru",1565000
2020-03-01,"Migori",1147000
2020-03-01,"Mombasa",1228000
2020-03-01,"Murang'a",1077000
2020-03-01,"Nairobi",4516000
2020-03-01,"Nakuru",2202000
2020-03-01,"Nandi",906000
2020-03-01,"Narok",1178000
2020-03-01,"Nyamira",646000
2020-03-01,"Nyandarua",657000
2020-03-01,"Nyeri",810000
2020-03-01,"Samburu",320000
2020-03-01,"Siaya",1003000
2020-03-01,"Taita Taveta",351000
2020-03-01,"Tana River",326000
2020-03-01,"Tharaka Nithi",403000
2020-03-01,"Trans Nzoia",1010000
2020-03-01,"Turkana",946000
2020-03-01,"Uasin Gishu",1183000
2020-03-01,"Vihiga",610000
2020-03-01,"Wajir",804000
2020-03-01,"West Pokot",631000
2020-04-01,"Baringo",687000
2020-04-01,"Bomet",902000
2020-04-01,"Bungoma",1700000
2020-04-01,"Busia",914000
2020-04-01,"Elgeyo Marakwet",474000
2020-04-01,"Embu",629000
2020-04-01,"Garissa",861000
2020-04-01,"Homa Bay",1162000
2020-04-01,"Isiolo",294000
2020-04-01,"Kajiado",1179000
2020-04-01,"Kakamega",1897000
2020-04-01,"Kericho",917000
2020-04-01,"Kiambu",2501000
2020-04-01,"Kilifi",1489000
2020-04-01,"Kirinyaga",637000
2020-04-01,"Kisii",1307000
2020-04-01,"Kisumu",1186000
2020-04-01,"Kitui",1186000
2020-04-01,"Kwale",879000
2020-04-01,"Laikipia",529000
2020-04-01,"Lamu",155000
2020-04-01,"Machakos",1442000
2020-04-01,"Makueni",1008000
2020-04-01,"Mandera",887000
2020-04-01,"Marsabit",480000
2020-04-01,"Meru",1565000
2020-04-01,"Migori",1147000
2020-04-01,"Mombasa",1228000
2020-04-01,"Murang'a",1077000
2020-04-01,"Nairobi",4516000
2020-04-01,"Nakuru",2202000
2020-04-01,"Nandi",906000
2020-04-01,"Narok",1178000
2020-04-01,"Nyamira",646000
2020-04-01,"Nyandarua",657000
2020-04-01,"Nyeri",810000
2020-04-01,"Samburu",320000
2020-04-01,"Siaya",1003000
2020-04-01,"Taita Taveta",351000
2020-04-01,"Tana River",326000
2020-04-01,"Tharaka Nithi",403000
2020-04-01,"Trans Nzoia",1010000
2020-04-01,"Turkana",946000
2020-04-01,"Uasin Gishu",1183000
2020-04-01,"Vihiga",610000
2020-04-01,"Wajir",804000
2020-04-01,"West Pokot",631000
2020-05-01,"Baringo",687000
2020-05-01,"Bomet",902000
2020-05-01,"Bungoma",1700000
2020-05-01,"Busia",914000
2020-05-01,"Elgeyo Marakwet",474000
2020-05-01,"Embu",629000
2020-05-01,"Garissa",861000
2020-05-01,"Homa Bay",1162000
2020-05-01,"Isiolo",294000
2020-05-01,"Kajiado",1179000
2020-05-01,"Kakamega",1897000
2020-05-01,"Kericho",917000
2020-05-01,"Kiambu",2501000
2020-05-01,"Kilifi",1489000
2020-05-01,"Kirinyaga",637000
2020-05-01,"Kisii",1307000
2020-05-01,"Kisumu",1186000
2020-05-01,"Kitui",1186000
2020-05-01,"Kwale",879000
2020-05-01,"Laikipia",529000
2020-05-01,"Machakos",1442000
2020-05-01,"Makueni",1008000
2020-05-01,"Mandera",887000
2020-05-01,"Marsabit",480000
2020-05-01,"Meru",1565000
2020-05-01,"Migori",1147000
2020-05-01,"Mombasa",1228000
2020-05-01,"Murang'a",1077000
2020-05-01,"Nairobi",4516000
2020-05-01,"Nakuru",2202000
2020-05-01,"Nandi",906000
2020-05-01,"Narok",1178000
2020-05-01,"Nyamira",646000
2020-05-01,"Nyandarua",657000
2020-05-01,"Nyeri",810000
2020-05-01,"Samburu",320000
2020-05-01,"Siaya",1003000
2020-05-01,"Taita Taveta",351000
2020-05-01,"Tana River",326000
2020-05-01,"Tharaka Nithi",403000
2020-05-01,"Trans Nzoia",1010000
2020-05-01,"Turkana",946000
2020-05-01,"Uasin Gishu",1183000
2020-05-01,"Vihiga",610000
2020-05-01,"Wajir",804000
2020-05-01,"West Pokot",631000
2020-06-01,"Baringo",687000
2020-06-01,"Bomet",902000
2020-06-01,"Bungoma",1700000
2020-06-01,"Busia",914000
2020-06-01,"Elgeyo Marakwet",474000
2020-06-01,"Embu",629000
2020-06-01,"Garissa",861000
2020-06-01,"Homa Bay",1162000
2020-06-01,"Isiolo",294000
2020-06-01,"Kajiado",1179000
2020-06-01,"Kakamega",1897000
2020-06-01,"Kericho",917000
2020-06-01,"Kiambu",2501000
2020-06-01,"Kilifi",1489000
2020-06-01,"Kirinyaga",637000
2020-06-01,"Kisii",1307000
2020-06-01,"Kisumu",1186000
2020-06-01,"Kitui",1186000
2020-06-01,"Kwale",879000
2020-06-01,"Laikipia",529000
2020-06-01,"Lamu",155000
2020-06-01,"Machakos",1442000
2020-06-01,"Makueni",1008000
2020-06-01,"Mandera",887000
2020-06-01,"Marsabit",480000
2020-06-01,"Meru",1565000
2020-06-01,"Migori",1147000
2020-06-01,"Mombasa",1228000
2020-06-01,"Murang'a",1077000
2020-06-01,"Nairobi",4516000
2020-06-01,"Nakuru",2202000
2020-06-01,"Nandi",906000
2020-06-01,"Narok",1178000
2020-06-01,"Nyamira",646000
2020-06-01,"Nyandarua",657000
2020-06-01,"Nyeri",810000
2020-06-01,"Samburu",320000
2020-06-01,"Siaya",1003000
2020-06-01,"Taita Taveta",351000
2020-06-01,"Tana River",326000
2020-06-01,"Tharaka Nithi",403000
2020-06-01,"Trans Nzoia",1010000
2020-06-01,"Turkana",946000
2020-06-01,"Uasin Gishu",1183000
2020-06-01,"Vihiga",610000
2020-06-01,"Wajir",804000
2020-06-01,"West Pokot",631000
2020-07-01,"Baringo",687000
2020-07-01,"Bomet",902000
2020-07-01,"Bungoma",1700000
2020-07-01,"Busia",914000
2020-07-01,"Elgeyo Marakwet",474000
2020-07-01,"Embu",629000
2020-07-01,"Garissa",861000
2020-07-01,"Homa Bay",1162000
2020-07-01,"Isiolo",294000
2020-07-01,"Kajiado",1179000
2020-07-01,"Kakamega",1897000
2020-07-01,"Kericho",917000
2020-07-01,"Kiambu",2501000
2020-07-01,"Kilifi",1489000
2020-07-01,"Kirinyaga",637000
2020-07-01,"Kisii",1307000
2020-07-01,"Kisumu",1186000
2020-07-01,"Kitui",1186000
2020-07-01,"Kwale",879000
2020-07-01,"Laikipia",529000
2020-07-01,"Lamu",155000
2020-07-01,"Machakos",1442000
2020-07-01,"Makueni",1008000
2020-07-01,"Mandera",887000
2020-07-01,"Marsabit",480000
2020-07-01,"Meru",1565000
2020-07-01,"Migori",1147000
2020-07-01,"Mombasa",1228000
2020-07-01,"Murang'a",1077000
2020-07-01,"Nairobi",4516000
2020-07-01,"Nakuru",2202000
2020-07-01,"Nandi",906000
2020-07-01,"Narok",1178000
2020-07-01,"Nyamira",646000
2020-07-01,"Nyandarua",657000
2020-07-01,"Nyeri",810000
2020-07-01,"Samburu",320000
2020-07-01,"Siaya",1003000
2020-07-01,"Taita Taveta",351000
2020-07-01,"Tana River",326000
2020-07-01,"Tharaka Nithi",403000
2020-07-01,"Trans Nzoia",1010000
2020-07-01,"Turkana",946000
2020-07-01,"Uasin Gishu",1183000
2020-07-01,"Vihiga",610000
2020-07-01,"Wajir",804000
2020-07-01,"West Pokot",631000
2020-08-01,"Baringo",687000
2020-08-01,"Bomet",902000
2020-08-01,"Bungoma",1700000
2020-08-01,"Busia",914000
2020-08-01,"Elgeyo Marakwet",474000
2020-08-01,"Embu",629000
2020-08-01,"Garissa",861000
2020-08-01,"Homa Bay",1162000
2020-08-01,"Isiolo",294000
2020-08-01,"Kajiado",1179000
2020-08-01,"Kakamega",1897000
2020-08-01,"Kericho",917000
2020-08-01,"Kiambu",2501000
2020-08-01,"Kilifi",1489000
2020-08-01,"Kirinyaga",637000
2020-08-01,"Kisii",1307000
2020-08-01,"Kisumu",1186000
2020-08-01,"Kitui",1186000
2020-08-01,"Kwale",879000
2020-08-01,"Laikipia",529000
2020-08-01,"Lamu",155000
2020-08-01,"Machakos",1442000
2020-08-01,"Makueni",1008000
2020-08-01,"Mandera",887000
2020-08-01,"Marsabit",480000
2020-08-01,"Meru",1565000
2020-08-01,"Migori",1147000
2020-08-01,"Mombasa",1228000
2020-08-01,"Murang'a",1077000
2020-08-01,"Nairobi",4516000
2020-08-01,"Nakuru",2202000
2020-08-01,"Nandi",906000
2020-08-01,"Narok",1178000
2020-08-01,"Nyamira",646000
2020-08-01,"Nyandarua",657000
2020-08-01,"Nyeri",810000
2020-08-01,"Samburu",320000
2020-08-01,"Siaya",1003000
2020-08-01,"Taita Taveta",351000
2020-08-01,"Tana River",326000
2020-08-01,"Tharaka Nithi",403000
2020-08-01,"Trans Nzoia",1010000
2020-08-01,"Turkana",946000
2020-08-01,"Uasin Gishu",1183000
2020-08-01,"Vihiga",610000
2020-08-01,"Wajir",804000
2020-08-01,"West Pokot",631000
2020-09-01,"Baringo",687000
2020-09-01,"Bomet",902000
2020-09-01,"Bungoma",1700000
2020-09-01,"Busia",914000
2020-09-01,"Elgeyo Marakwet",474000
2020-09-01,"Embu",629000
2020-09-01,"Garissa",861000
2020-09-01,"Homa Bay",1162000
2020-09-01,"Isiolo",294000
2020-09-01,"Kajiado",1179000
2020-09-01,"Kakamega",1897000
2020-09-01,"Kericho",917000
2020-09-01,"Kiambu",2501000
2020-09-01,"Kilifi",1489000
2020-09-01,"Kirinyaga",637000
2020-09-01,"Kisii",1307000
2020-09-01,"Kisumu",1186000
2020-09-01,"Kitui",1186000
2020-09-01,"Kwale",879000
2020-09-01,"Laikipia",529000
2020-09-01,"Lamu",155000
2020-09-01,"Machakos",1442000
2020-09-01,"Makueni",1008000
2020-09-01,"Mandera",887000
2020-09-01,"Marsabit",480000
2020-09-01,"Meru",1565000
2020-09-01,"Migori",1147000
2020-09-01,"Mombasa",1228000
2020-09-01,"Murang'a",1077000
2020-09-01,"Nairobi",4516000
2020-09-01,"Nakuru",2202000
2020-09-01,"Nandi",906000
2020-09-01,"Narok",1178000
2020-09-01,"Nyamira",646000
2020-09-01,"Nyandarua",657000
2020-09-01,"Nyeri",810000
2020-09-01,"Samburu",320000
2020-09-01,"Siaya",1003000
2020-09-01,"Taita Taveta",351000
2020-09-01,"Tana River",326000
2020-09-01,"Tharaka Nithi",403000
2020-09-01,"Trans Nzoia",1010000
2020-09-01,"Turkana",946000
2020-09-01,"Uasin Gishu",1183000
2020-09-01,"Vihiga",610000
2020-09-01,"Wajir",804000
2020-09-01,"West Pokot",631000
2020-10-01,"Baringo",687000
2020-10-01,"Bomet",902000
2020-10-01,"Bungoma",1700000
2020-10-01,"Busia",914000
2020-10-01,"Elgeyo Marakwet",474000
2020-10-01,"Embu",629000
2020-10-01,"Garissa",861000
2020-10-01,"Homa Bay",1162000
2020-10-01,"Isiolo",294000
2020-10-01,"Kajiado",1179000
2020-10-01,"Kakamega",1897000
2020-10-01,"Kericho",917000
2020-10-01,"Kiambu",2501000
2020-10-01,"Kilifi",1489000
2020-10-01,"Kirinyaga",637000
2020-10-01,"Kisii",1307000
2020-10-01,"Kisumu",1186000
2020-10-01,"Kitui",1186000
2020-10-01,"Kwale",879000
2020-10-01,"Laikipia",529000
2020-10-01,"Lamu",155000
2020-10-01,"Machakos",1442000
2020-10-01,"Makueni",1008000
2020-10-01,"Mandera",887000
2020-10-01,"Marsabit",480000
2020-10-01,"Meru",1565000
2020-10-01,"Migori",1147000
2020-10-01,"Mombasa",1228000
2020-10-01,"Murang'a",1077000
2020-10-01,"Nairobi",4516000
2020-10-01,"Nakuru",2202000
2020-10-01,"Nandi",906000
2020-10-01,"Narok",1178000
2020-10-01,"Nyamira",646000
2020-10-01,"Nyandarua",657000
2020-10-01,"Nyeri",810000
2020-10-01,"Samburu",320000
2020-10-01,"Siaya",1003000
2020-10-01,"Taita Taveta",351000
2020-10-01,"Tana River",326000
2020-10-01,"Tharaka Nithi",403000
2020-10-01,"Trans Nzoia",1010000
2020-10-01,"Turkana",946000
2020-10-01,"Uasin Gishu",1183000
2020-10-01,"Vihiga",610000
2020-10-01,"Wajir",804000
2020-10-01,"West Pokot",631000
2020-11-01,"Baringo",687000
2020-11-01,"Bomet",902000
2020-11-01,"Bungoma",1700000
2020-11-01,"Busia",914000
2020-11-01,"Elgeyo Marakwet",474000
2020-11-01,"Embu",629000
2020-11-01,"Garissa",861000
2020-11-01,"Homa Bay",1162000
2020-11-01,"Isiolo",294000
2020-11-01,"Kajiado",1179000
2020-11-01,"Kakamega",1897000
2020-11-01,"Kericho",917000
2020-11-01,"Kiambu",2501000
2020-11-01,"Kilifi",1489000
2020-11-01,"Kirinyaga",637000
2020-11-01,"Kisii",1307000
2020-11-01,"Kisumu",1186000
2020-11-01,"Kitui",1186000
2020-11-01,"Kwale",879000
2020-11-01,"Laikipia",529000
2020-11-01,"Lamu",155000
2020-11-01,"Machakos",1442000
2020-11-01,"Makueni",1008000
2020-11-01,"Mandera",887000
2020-11-01,"Marsabit",480000
2020-11-01,"Meru",1565000
2020-11-01,"Migori",1147000
2020-11-01,"Mombasa",1228000
2020-11-01,"Murang'a",1077000
2020-11-01,"Nairobi",4516000
2020-11-01,"Nakuru",2202000
2020-11-01,"Nandi",906000
2020-11-01,"Narok",1178000
2020-11-01,"Nyamira",646000
2020-11-01,"Nyandarua",657000
2020-11-01,"Nyeri",810000
2020-11-01,"Samburu",320000
2020-11-01,"Siaya",1003000
2020-11-01,"Taita Taveta",351000
2020-11-01,"Tana River",326000
2020-11-01,"Tharaka Nithi",403000
2020-11-01,"Trans Nzoia",1010000
2020-11-01,"Turkana",946000
2020-11-01,"Uasin Gishu",1183000
2020-11-01,"Vihiga",610000
2020-11-01,"Wajir",804000
2020-11-01,"West Pokot",631000
2020-12-01,"Baringo",687000
2020-12-01,"Bomet",902000
2020-12-01,"Bungoma",1700000
2020-12-01,"Busia",914000
2020-12-01,"Elgeyo Marakwet",474000
2020-12-01,"Embu",629000
2020-12-01,"Garissa",861000
2020-12-01,"Homa Bay",1162000
2020-12-01,"Isiolo",294000
2020-12-01,"Kajiado",1179000
2020-12-01,"Kakamega",1897000
2020-12-01,"Kericho",917000
2020-12-01,"Kiambu",2501000
2020-12-01,"Kilifi",1489000
2020-12-01,"Kirinyaga",637000
2020-12-01,"Kisii",1307000
2020-12-01,"Kisumu",1186000
2020-12-01,"Kitui",1186000
2020-12-01,"Kwale",879000
2020-12-01,"Laikipia",529000
2020-12-01,"Lamu",155000
2020-12-01,"Machakos",1442000
2020-12-01,"Makueni",1008000
2020-12-01,"Mandera",887000
2020-12-01,"Marsabit",480000
2020-12-01,"Meru",1565000
2020-12-01,"Migori",1147000
2020-12-01,"Mombasa",1228000
2020-12-01,"Murang'a",1077000
2020-12-01,"Nairobi",4516000
2020-12-01,"Nakuru",2202000
2020-12-01,"Nandi",906000
2020-12-01,"Narok",1178000
2020-12-01,"Nyamira",646000
2020-12-01,"Nyandarua",657000
2020-12-01,"Nyeri",810000
2020-12-01,"Samburu",320000
2020-12-01,"Siaya",1003000
2020-12-01,"Taita Taveta",351000
2020-12-01,"Tana River",326000
2020-12-01,"Tharaka Nithi",403000
2020-12-01,"Trans Nzoia",1010000
2020-12-01,"Turkana",946000
2020-12-01,"Uasin Gishu",1183000
2020-12-01,"Vihiga",610000
2020-12-01,"Wajir",804000
2020-12-01,"West Pokot",631000
2021-01-01,"Baringo",702000
2021-01-01,"Bomet",914000
2021-01-01,"Bungoma",1729000
2021-01-01,"Busia",932000
2021-01-01,"Elgeyo Marakwet",481000
2021-01-01,"Embu",635000
2021-01-01,"Garissa",883000
2021-01-01,"Homa Bay",1185000
2021-01-01,"Isiolo",301000
2021-01-01,"Kajiado",1209000
2021-01-01,"Kakamega",1932000
2021-01-01,"Kericho",930000
2021-01-01,"Kiambu",2552000
2021-01-01,"Kilifi",1518000
2021-01-01,"Kirinyaga",642000
2021-01-01,"Kisii",1319000
2021-01-01,"Kisumu",1207000
2021-01-01,"Kitui",1201000
2021-01-01,"Laikipia",539000
2021-01-01,"Lamu",159000
2021-01-01,"Machakos",1457000
2021-01-01,"Makueni",1019000
2021-01-01,"Mandera",911000
2021-01-01,"Marsabit",491000
2021-01-01,"Meru",1586000
2021-01-01,"Migori",1176000
2021-01-01,"Mombasa",1256000
2021-01-01,"Murang'a",1088000
2021-01-01,"Nairobi",4594000
2021-01-01,"Nakuru",2251000
2021-01-01,"Nandi",921000
2021-01-01,"Narok",1213000
2021-01-01,"Nyamira",650000
2021-01-01,"Nyandarua",670000
2021-01-01,"Nyeri",818000
2021-01-01,"Samburu",330000
2021-01-01,"Siaya",1022000
2021-01-01,"Taita Taveta",355000
2021-01-01,"Tana River",335000
2021-01-01,"Tharaka Nithi",408000
2021-01-01,"Trans Nzoia",1030000
2021-01-01,"Turkana",972000
2021-01-01,"Uasin Gishu",1208000
2021-01-01,"Vihiga",615000
2021-01-01,"Wajir",826000
2021-01-01,"West Pokot",646000
2021-02-01,"Baringo",702000
2021-02-01,"Bomet",914000
2021-02-01,"Bungoma",1729000
2021-02-01,"Busia",932000
2021-02-01,"Elgeyo Marakwet",481000
2021-02-01,"Embu",635000
2021-02-01,"Garissa",883000
2021-02-01,"Homa Bay",1185000
2021-02-01,"Isiolo",301000
2021-02-01,"Kajiado",1209000
2021-02-01,"Kakamega",1932000
2021-02-01,"Kericho",930000
2021-02-01,"Kiambu",2552000
2021-02-01,"Kilifi",1518000
2021-02-01,"Kirinyaga",642000
2021-02-01,"Kisii",1319000
2021-02-01,"Kisumu",1207000
2021-02-01,"Kitui",1201000
2021-02-01,"Kwale",901000
2021-02-01,"Laikipia",539000
2021-02-01,"Lamu",159000
2021-02-01,"Machakos",1457000
2021-02-01,"Makueni",1019000
2021-02-01,"Mandera",911000
2021-02-01,"Marsabit",491000
2021-02-01,"Meru",1586000
2021-02-01,"Migori",1176000
2021-02-01,"Mombasa",1256000
2021-02-01,"Murang'a",1088000
2021-02-01,"Nairobi",4594000
2021-02-01,"Nakuru",2251000
2021-02-01,"Nandi",921000
2021-02-01,"Narok",1213000
2021-02-01,"Nyamira",650000
2021-02-01,"Nyandarua",670000
2021-02-01,"Nyeri",818000
2021-02-01,"Samburu",330000
2021-02-01,"Siaya",1022000
2021-02-01,"Taita Taveta",355000
2021-02-01,"Tana River",335000
2021-02-01,"Tharaka Nithi",408000
2021-02-01,"Trans Nzoia",1030000
2021-02-01,"Turkana",972000
2021-02-01,"Uasin Gishu",1208000
2021-02-01,"Vihiga",615000
2021-02-01,"Wajir",826000
2021-02-01,"West Pokot",646000
2021-03-01,"Baringo",702000
2021-03-01,"Bomet",914000
2021-03-01,"Bungoma",1729000
2021-03-01,"Busia",932000
2021-03-01,"Elgeyo Marakwet",481000
2021-03-01,"Embu",635000
2021-03-01,"Garissa",883000
2021-03-01,"Homa Bay",1185000
2021-03-01,"Isiolo",301000
2021-03-01,"Kajiado",1209000
2021-03-01,"Kakamega",1932000
2021-03-01,"Kericho",930000
2021-03-01,"Kiambu",2552000
2021-03-01,"Kilifi",1518000
2021-03-01,"Kirinyaga",642000
2021-03-01,"Kisii",1319000
2021-03-01,"Kisumu",1207000
2021-03-01,"Kitui",1201000
2021-03-01,"Kwale",901000
2021-03-01,"Laikipia",539000
2021-03-01,"Lamu",159000
2021-03-01,"Machakos",1457000
2021-03-01,"Makueni",1019000
2021-03-01,"Mandera",911000
2021-03-01,"Marsabit",491000
2021-03-01,"Meru",1586000
2021-03-01,"Migori",1176000
2021-03-01,"Mombasa",1256000
2021-03-01,"Murang'a",1088000
2021-03-01,"Nairobi",4594000
2021-03-01,"Nakuru",2251000
2021-03-01,"Nandi",921000
2021-03-01,"Narok",1213000
2021-03-01,"Nyamira",650000
2021-03-01,"Nyandarua",670000
2021-03-01,"Nyeri",818000
2021-03-01,"Samburu",330000
2021-03-01,"Siaya",1022000
2021-03-01,"Taita Taveta",355000
2021-03-01,"Tana River",335000
2021-03-01,"Tharaka Nithi",408000
2021-03-01,"Trans Nzoia",1030000
2021-03-01,"Turkana",972000
2021-03-01,"Uasin Gishu",1208000
2021-03-01,"Vihiga",615000
2021-03-01,"Wajir",826000
2021-03-01,"West Pokot",646000
2021-04-01,"Baringo",702000
2021-04-01,"Bomet",914000
2021-04-01,"Bungoma",1729000
2021-04-01,"Busia",932000
2021-04-01,"Elgeyo Marakwet",481000
2021-04-01,"Embu",635000
2021-04-01,"Garissa",883000
2021-04-01,"Homa Bay",1185000
2021-04-01,"Isiolo",301000
2021-04-01,"Kajiado",1209000
2021-04-01,"Kakamega",1932000
2021-04-01,"Kericho",930000
2021-04-01,"Kiambu",2552000
2021-04-01,"Kilifi",1518000
2021-04-01,"Kirinyaga",642000
2021-04-01,"Kisii",1319000
