"date","county","pop"
2015-07-01,"Garissa",762507
2015-07-01,"Homa Bay",1047489
2015-07-01,"Isiolo",243784
2015-07-01,"Kajiado",1013913
2015-07-01,"Kakamega",1737408
2015-07-01,"Kericho",854404
2015-07-01,"Kiambu",2234597
2015-07-01,"Kilifi",1345860
2015-07-01,"Kirinyaga",590397
2015-07-01,"Kisii",1219401
2015-07-01,"Kisumu",1078975
2015-07-01,"Kitui",1082624
2015-07-01,"Kwale",787521
2015-07-01,"Laikipia",479084
2015-07-01,"Lamu",129685
2015-07-01,"Machakos",1364247
2015-07-01,"Makueni",944526
2015-07-01,"Mandera",781661
2015-07-01,"Marsabit",418065
2015-07-01,"Meru",1469270
2015-07-01,"Migori",1012640
2015-07-01,"Mombasa",1106362
2015-07-01,"Murang'a",1012137
2015-07-01,"Nairobi",4110625
2015-07-01,"Nakuru",1984595
2015-07-01,"Nandi",829697
2015-07-01,"Narok",1031836
2015-07-01,"Nyamira",591648
2015-07-01,"Nyandarua",591626
2015-07-01,"Nyeri",728072
2015-07-01,"Samburu",277232
2015-07-01,"Siaya",923205
2015-07-01,"Taita Taveta",324349
2015-07-01,"Tana River",284812
2015-07-01,"Tharaka Nithi",376618
2015-07-01,"Trans Nzoia",918316
2015-07-01,"Turkana",835294
2015-07-01,"Uasin Gishu",1072448
2015-07-01,"Vihiga",570438
2015-07-01,"Wajir",702548
2015-07-01,"West Pokot",566725
2015-08-01,"Baringo",611244
2015-08-01,"Bomet",829015
2015-08-01,"Bungoma",1563012
2015-08-01,"Busia",826324
2015-08-01,"Elgeyo Marakwet",428862
2015-08-01,"Embu",583909
2015-08-01,"Garissa",762507
2015-08-01,"Homa Bay",1047489
2015-08-01,"Isiolo",243784
2015-08-01,"Kajiado",1013913
2015-08-01,"Kakamega",1737408
2015-08-01,"Kericho",854404
2015-08-01,"Kiambu",2234597
2015-08-01,"Kilifi",1345860
2015-08-01,"Kirinyaga",590397
2015-08-01,"Kisii",1219401
2015-08-01,"Kisumu",1078975
2015-08-01,"Kitui",1082624
2015-08-01,"Kwale",787521
2015-08-01,"Laikipia",479084
2015-08-01,"Lamu",129685
2015-08-01,"Machakos",1364247
2015-08-01,"Makueni",944526
2015-08-01,"Mandera",781661
2015-08-01,"Marsabit",418065
2015-08-01,"Meru",1469270
2015-08-01,"Migori",1012640
2015-08-01,"Mombasa",1106362
2015-08-01,"Murang'a",1012137
2015-08-01,"Nairobi",4110625
2015-08-01,"Nakuru",1984595
2015-08-01,"Nandi",829697
2015-08-01,"Narok",1031836
2015-08-01,"Nyamira",591648
2015-08-01,"Nyandarua",591626
2015-08-01,"Nyeri",728072
2015-08-01,"Samburu",277232
2015-08-01,"Siaya",923205
2015-08-01,"Taita Taveta",324349
2015-08-01,"Tana River",284812
2015-08-01,"Tharaka Nithi",376618
2015-08-01,"Trans Nzoia",918316
2015-08-01,"Turkana",835294
2015-08-01,"Uasin Gishu",1072448
2015-08-01,"Vihiga",570438
2015-08-01,"Wajir",702548
2015-08-01,"West Pokot",566725
2015-09-01,"Baringo",611244
2015-09-01,"Bomet",829015
2015-09-01,"Bungoma",1563012
2015-09-01,"Busia",826324
2015-09-01,"Elgeyo Marakwet",428862
2015-09-01,"Embu",583909
2015-09-01,"Garissa",762507
2015-09-01,"Homa Bay",1047489
2015-09-01,"Isiolo",243784
2015-09-01,"Kajiado",1013913
2015-09-01,"Kakamega",1737408
2015-09-01,"Kericho",854404
2015-09-01,"Kiambu",2234597
2015-09-01,"Kilifi",1345860
2015-09-01,"Kirinyaga",590397
2015-09-01,"Kisii",1219401
2015-09-01,"Kisumu",1078975
2015-09-01,"Kitui",1082624
2015-09-01,"Kwale",787521
2015-09-01,"Laikipia",479084
2015-09-01,"Lamu",129685
2015-09-01,"Machakos",1364247
2015-09-01,"Makueni",944526
2015-09-01,"Mandera",781661
2015-09-01,"Marsabit",418065
2015-09-01,"Meru",1469270
2015-09-01,"Migori",1012640
2015-09-01,"Mombasa",1106362
2015-09-01,"Murang'a",1012137
2015-09-01,"Nairobi",4110625
2015-09-01,"Nakuru",1984595
2015-09-01,"Nandi",829697
2015-09-01,"Narok",1031836
2015-09-01,"Nyamira",591648
2015-09-01,"Nyandarua",591626
2015-09-01,"Nyeri",728072
2015-09-01,"Samburu",277232
2015-09-01,"Siaya",923205
2015-09-01,"Taita Taveta",324349
2015-09-01,"Tana River",284812
2015-09-01,"Tharaka Nithi",376618
2015-09-01,"Trans Nzoia",918316
2015-09-01,"Turkana",835294
2015-09-01,"Uasin Gishu",1072448
2015-09-01,"Vihiga",570438
2015-09-01,"Wajir",702548
2015-09-01,"West Pokot",566725
2015-10-01,"Baringo",611244
2015-10-01,"Bomet",829015
2015-10-01,"Bungoma",1563012
2015-10-01,"Busia",826324
2015-10-01,"Elgeyo Marakwet",428862
2015-10-01,"Embu",583909
2015-10-01,"Garissa",762507
2015-10-01,"Homa Bay",1047489
2015-10-01,"Isiolo",243784
2015-10-01,"Kajiado",1013913
2015-10-01,"Kakamega",1737408
2015-10-01,"Kericho",854404
2015-10-01,"Kiambu",2234597
2015-10-01,"Kilifi",1345860
2015-10-01,"Kirinyaga",590397
2015-10-01,"Kisii",1219401
2015-10-01,"Kisumu",1078975
2015-10-01,"Kitui",1082624
2015-10-01,"Kwale",787521
2015-10-01,"Laikipia",479084
2015-10-01,"Lamu",129685
2015-10-01,"Machakos",1364247
2015-10-01,"Makueni",944526
2015-10-01,"Mandera",781661
2015-10-01,"Marsabit",418065
2015-10-01,"Meru",1469270
2015-10-01,"Migori",1012640
2015-10-01,"Mombasa",1106362
2015-10-01,"Murang'a",1012137
2015-10-01,"Nairobi",4110625
2015-10-01,"Nakuru",1984595
2015-10-01,"Nandi",829697
2015-10-01,"Narok",1031836
2015-10-01,"Nyamira",591648
2015-10-01,"Nyandarua",591626
2015-10-01,"Nyeri",728072
2015-10-01,"Samburu",277232
2015-10-01,"Siaya",923205
2015-10-01,"Taita Taveta",324349
2015-10-01,"Tana River",284812
2015-10-01,"Tharaka Nithi",376618
2015-10-01,"Trans Nzoia",918316
2015-10-01,"Turkana",835294
2015-10-01,"Uasin Gishu",1072448
2015-10-01,"Vihiga",570438
2015-10-01,"Wajir",702548
2015-10-01,"West Pokot",566725
2015-11-01,"Baringo",611244
2015-11-01,"Bomet",829015
2015-11-01,"Bungoma",1563012
2015-11-01,"Busia",826324
2015-11-01,"Elgeyo Marakwet",428862
2015-11-01,"Embu",583909
2015-11-01,"Garissa",762507
2015-11-01,"Homa Bay",1047489
2015-11-01,"Isiolo",243784
2015-11-01,"Kajiado",1013913
2015-11-01,"Kakamega",1737408
2015-11-01,"Kericho",854404
2015-11-01,"Kiambu",2234597
2015-11-01,"Kilifi",1345860
2015-11-01,"Kirinyaga",590397
2015-11-01,"Kisii",1219401
2015-11-01,"Kisumu",1078975
2015-11-01,"Kitui",1082624
2015-11-01,"Kwale",787521
2015-11-01,"Laikipia",479084
2015-11-01,"Lamu",129685
2015-11-01,"Machakos",1364247
2015-11-01,"Makueni",944526
2015-11-01,"Mandera",781661
2015-11-01,"Marsabit",418065
2015-11-01,"Meru",1469270
2015-11-01,"Migori",1012640
2015-11-01,"Mombasa",1106362
2015-11-01,"Murang'a",1012137
2015-11-01,"Nairobi",4110625
2015-11-01,"Nakuru",1984595
2015-11-01,"Nandi",829697
2015-11-01,"Narok",1031836
2015-11-01,"Nyamira",591648
2015-11-01,"Nyandarua",591626
2015-11-01,"Nyeri",728072
2015-11-01,"Samburu",277232
2015-11-01,"Siaya",923205
2015-11-01,"Taita Taveta",324349
2015-11-01,"Tana River",284812
2015-11-01,"Tharaka Nithi",376618
2015-11-01,"Trans Nzoia",918316
2015-11-01,"Turkana",835294
2015-11-01,"Uasin Gishu",1072448
2015-11-01,"Vihiga",570438
2015-11-01,"Wajir",702548
2015-11-01,"West Pokot",566725
2015-12-01,"Baringo",611244
2015-12-01,"Bomet",829015
2015-12-01,"Bungoma",1563012
2015-12-01,"Busia",826324
2015-12-01,"Elgeyo Marakwet",428862
2015-12-01,"Embu",583909
2015-12-01,"Garissa",762507
2015-12-01,"Homa Bay",1047489
2015-12-01,"Isiolo",243784
2015-12-01,"Kajiado",1013913
2015-12-01,"Kakamega",1737408
2015-12-01,"Kericho",854404
2015-12-01,"Kiambu",2234597
2015-12-01,"Kilifi",1345860
2015-12-01,"Kirinyaga",590397
2015-12-01,"Kisii",1219401
2015-12-01,"Kisumu",1078975
2015-12-01,"Kitui",1082624
2015-12-01,"Laikipia",479084
2015-12-01,"Lamu",129685
2015-12-01,"Machakos",1364247
2015-12-01,"Makueni",944526
2015-12-01,"Mandera",781661
2015-12-01,"Marsabit",418065
2015-12-01,"Meru",1469270
2015-12-01,"Migori",1012640
2015-12-01,"Mombasa",1106362
2015-12-01,"Murang'a",1012137
2015-12-01,"Nairobi",4110625
2015-12-01,"Nakuru",1984595
2015-12-01,"Nandi",829697
2015-12-01,"Narok",1031836
2015-12-01,"Nyamira",591648
2015-12-01,"Nyandarua",591626
2015-12-01,"Nyeri",728072
2015-12-01,"Samburu",277232
2015-12-01,"Siaya",923205
2015-12-01,"Taita Taveta",324349
2015-12-01,"Tana River",284812
2015-12-01,"Tharaka Nithi",376618
2015-12-01,"Trans Nzoia",918316
2015-12-01,"Turkana",835294
2015-12-01,"Uasin Gishu",1072448
2015-12-01,"Vihiga",570438
2015-12-01,"Wajir",702548
2015-12-01,"West Pokot",566725
2016-01-01,"Baringo",624675
2016-01-01,"Bomet",840445
2016-01-01,"Bungoma",1589234
2016-01-01,"Busia",842672
2016-01-01,"Elgeyo Marakwet",435128
2016-01-01,"Embu",589986
2016-01-01,"Garissa",781497
2016-01-01,"Homa Bay",1067994
2016-01-01,"Isiolo",249625
2016-01-01,"Kajiado",1038952
2016-01-01,"Kakamega",1769074
2016-01-01,"Kericho",866009
2016-01-01,"Kiambu",2279038
2016-01-01,"Kilifi",1372066
2016-01-01,"Kirinyaga",595338
2016-01-01,"Kisii",1231096
2016-01-01,"Kisumu",1097635
2016-01-01,"Kitui",1095773
2016-01-01,"Kwale",806638
2016-01-01,"Laikipia",488662
2016-01-01,"Lamu",133106
2016-01-01,"Machakos",1378445
2016-01-01,"Makueni",955128
2016-01-01,"Mandera",802280
2016-01-01,"Marsabit",428126
2016-01-01,"Meru",1488019
2016-01-01,"Migori",1037647
2016-01-01,"Mombasa",1131018
2016-01-01,"Murang'a",1023084
2016-01-01,"Nairobi",4180438
2016-01-01,"Nakuru",2027580
2016-01-01,"Nandi",843359
2016-01-01,"Narok",1061997
2016-01-01,"Nyamira",595100
2016-01-01,"Nyandarua",602962
2016-01-01,"Nyeri",735724
2016-01-01,"Samburu",285159
2016-01-01,"Siaya",940223
2016-01-01,"Taita Taveta",328355
2016-01-01,"Tana River",292295
2016-01-01,"Tharaka Nithi",380691
2016-01-01,"Trans Nzoia",935816
2016-01-01,"Turkana",857327
2016-01-01,"Uasin Gishu",1094446
2016-01-01,"Vihiga",575270
2016-01-01,"Wajir",721450
2016-01-01,"West Pokot",579888
2016-02-01,"Baringo",624675
2016-02-01,"Bomet",840445
2016-02-01,"Bungoma",1589234
2016-02-01,"Busia",842672
2016-02-01,"Elgeyo Marakwet",435128
2016-02-01,"Embu",589986
2016-02-01,"Garissa",781497
2016-02-01,"Homa Bay",1067994
2016-02-01,"Isiolo",249625
2016-02-01,"Kajiado",1038952
2016-02-01,"Kakamega",1769074
2016-02-01,"Kericho",866009
2016-02-01,"Kiambu",2279038
2016-02-01,"Kilifi",1372066
2016-02-01,"Kirinyaga",595338
2016-02-01,"Kisii",1231096
2016-02-01,"Kisumu",1097635
2016-02-01,"Kitui",1095773
2016-02-01,"Kwale",806638
2016-02-01,"Laikipia",488662
2016-02-01,"Lamu",133106
2016-02-01,"Machakos",1378445
2016-02-01,"Makueni",955128
2016-02-01,"Mandera",802280
2016-02-01,"Marsabit",428126
2016-02-01,"Meru",1488019
2016-02-01,"Migori",1037647
2016-02-01,"Mombasa",1131018
2016-02-01,"Murang'a",1023084
2016-02-01,"Nairobi",4180438
2016-02-01,"Nakuru",2027580
2016-02-01,"Nandi",843359
2016-02-01,"Narok",1061997
2016-02-01,"Nyamira",595100
2016-02-01,"Nyandarua",602962
2016-02-01,"Nyeri",735724
2016-02-01,"Samburu",285159
2016-02-01,"Siaya",940223
2016-02-01,"Taita Taveta",328355
2016-02-01,"Tana River",292295
2016-02-01,"Tharaka Nithi",380691
2016-02-01,"Trans Nzoia",935816
2016-02-01,"Turkana",857327
2016-02-01,"Uasin Gishu",1094446
2016-02-01,"Vihiga",575270
2016-02-01,"Wajir",721450
2016-02-01,"West Pokot",579888
2016-03-01,"Baringo",624675
2016-03-01,"Bomet",840445
2016-03-01,"Bungoma",1589234
2016-03-01,"Busia",842672
2016-03-01,"Elgeyo Marakwet",435128
2016-03-01,"Embu",589986
2016-03-01,"Garissa",781497
2016-03-01,"Homa Bay",1067994
2016-03-01,"Isiolo",249625
2016-03-01,"Kajiado",1038952
2016-03-01,"Kakamega",1769074
2016-03-01,"Kericho",866009
2016-03-01,"Kiambu",2279038
2016-03-01,"Kilifi",1372066
2016-03-01,"Kirinyaga",595338
2016-03-01,"Kisii",1231096
2016-03-01,"Kisumu",1097635
2016-03-01,"Kitui",1095773
2016-03-01,"Kwale",806638
2016-03-01,"Laikipia",488662
2016-03-01,"Lamu",133106
2016-03-01,"Machakos",1378445
2016-03-01,"Makueni",955128
2016-03-01,"Mandera",802280
2016-03-01,"Marsabit",428126
2016-03-01,"Meru",1488019
2016-03-01,"Migori",1037647
2016-03-01,"Mombasa",1131018
2016-03-01,"Murang'a",1023084
2016-03-01,"Nairobi",4180438
2016-03-01,"Nakuru",2027580
2016-03-01,"Nandi",843359
2016-03-01,"Narok",1061997
2016-03-01,"Nyamira",595100
2016-03-01,"Nyandarua",602962
2016-03-01,"Nyeri",735724
2016-03-01,"Samburu",285159
2016-03-01,"Siaya",940223
2016-03-01,"Taita Taveta",328355
2016-03-01,"Tana River",292295
2016-03-01,"Tharaka Nithi",380691
2016-03-01,"Trans Nzoia",935816
2016-03-01,"Turkana",857327
2016-03-01,"Uasin Gishu",1094446
2016-03-01,"Vihiga",575270
2016-03-01,"Wajir",721450
2016-03-01,"West Pokot",579888
2016-04-01,"Baringo",624675
2016-04-01,"Bomet",840445
2016-04-01,"Bungoma",1589234
2016-04-01,"Busia",842672
2016-04-01,"Elgeyo Marakwet",435128
2016-04-01,"Embu",589986
2016-04-01,"Garissa",781497
2016-04-01,"Homa Bay",1067994
2016-04-01,"Isiolo",249625
2016-04-01,"Kajiado",1038952
2016-04-01,"Kakamega",1769074
2016-04-01,"Kericho",866009
2016-04-01,"Kiambu",2279038
2016-04-01,"Kilifi",1372066
2016-04-01,"Kirinyaga",595338
2016-04-01,"Kisii",1231096
2016-04-01,"Kisumu",1097635
2016-04-01,"Kitui",1095773
2016-04-01,"Laikipia",488662
2016-04-01,"Lamu",133106
2016-04-01,"Machakos",1378445
2016-04-01,"Makueni",955128
2016-04-01,"Mandera",802280
2016-04-01,"Marsabit",428126
2016-04-01,"Meru",1488019
2016-04-01,"Migori",1037647
2016-04-01,"Mombasa",1131018
2016-04-01,"Murang'a",1023084
2016-04-01,"Nairobi",4180438
2016-04-01,"Nakuru",2027580
2016-04-01,"Nandi",843359
2016-04-01,"Narok",1061997
2016-04-01,"Nyamira",595100
2016-04-01,"Nyandarua",602962
2016-04-01,"Nyeri",735724
2016-04-01,"Samburu",285159
2016-04-01,"Siaya",940223
2016-04-01,"Taita Taveta",328355
2016-04-01,"Tana River",292295
2016-04-01,"Tharaka Nithi",380691
2016-04-01,"Trans Nzoia",935816
2016-04-01,"Turkana",857327
2016-04-01,"Uasin Gishu",1094446
2016-04-01,"Vihiga",575270
2016-04-01,"Wajir",721450
2016-04-01,"West Pokot",579888
2016-05-01,"Baringo",624675
2016-05-01,"Bomet",840445
2016-05-01,"Bungoma",1589234
2016-05-01,"Busia",842672
2016-05-01,"Elgeyo Marakwet",435128
2016-05-01,"Embu",589986
2016-05-01,"Garissa",781497
2016-05-01,"Homa Bay",1067994
2016-05-01,"Isiolo",249625
2016-05-01,"Kajiado",1038952
2016-05-01,"Kakamega",1769074
2016-05-01,"Kericho",866009
2016-05-01,"Kiambu",2279038
2016-05-01,"Kilifi",1372066
2016-05-01,"Kirinyaga",595338
2016-05-01,"Kisii",1231096
2016-05-01,"Kisumu",1097635
2016-05-01,"Kitui",1095773
2016-05-01,"Kwale",806638
2016-05-01,"Laikipia",488662
2016-05-01,"Lamu",133106
2016-05-01,"Machakos",1378445
2016-05-01,"Makueni",955128
2016-05-01,"Mandera",802280
2016-05-01,"Marsabit",428126
2016-05-01,"Meru",1488019
2016-05-01,"Migori",1037647
2016-05-01,"Mombasa",1131018
2016-05-01,"Murang'a",1023084
2016-05-01,"Nairobi",4180438
2016-05-01,"Nakuru",2027580
2016-05-01,"Nandi",843359
2016-05-01,"Narok",1061997
2016-05-01,"Nyamira",595100
2016-05-01,"Nyandarua",602962
2016-05-01,"Nyeri",735724
2016-05-01,"Samburu",285159
2016-05-01,"Siaya",940223
2016-05-01,"Taita Taveta",328355
2016-05-01,"Tana River",292295
2016-05-01,"Tharaka Nithi",380691
2016-05-01,"Trans Nzoia",935816
2016-05-01,"Turkana",857327
2016-05-01,"Uasin Gishu",1094446
2016-05-01,"Vihiga",575270
2016-05-01,"Wajir",721450
2016-05-01,"West Pokot",579888
2016-06-01,"Baringo",624675
2016-06-01,"Bomet",840445
2016-06-01,"Bungoma",1589234
2016-06-01,"Busia",842672
2016-06-01,"Elgeyo Marakwet",435128
2016-06-01,"Embu",589986
2016-06-01,"Garissa",781497
2016-06-01,"Homa Bay",1067994
2016-06-01,"Isiolo",249625
2016-06-01,"Kajiado",1038952
2016-06-01,"Kakamega",1769074
2016-06-01,"Kericho",866009
2016-06-01,"Kiambu",2279038
2016-06-01,"Kilifi",1372066
2016-06-01,"Kirinyaga",595338
2016-06-01,"Kisii",1231096
2016-06-01,"Kisumu",1097635
2016-06-01,"Kitui",1095773
2016-06-01,"Kwale",806638
2016-06-01,"Laikipia",488662
2016-06-01,"Lamu",133106
2016-06-01,"Machakos",1378445
2016-06-01,"Makueni",955128
2016-06-01,"Mandera",802280
2016-06-01,"Marsabit",428126
2016-06-01,"Meru",1488019
2016-06-01,"Migori",1037647
2016-06-01,"Mombasa",1131018
2016-06-01,"Murang'a",1023084
2016-06-01,"Nairobi",4180438
2016-06-01,"Nakuru",2027580
2016-06-01,"Nandi",843359
2016-06-01,"Narok",1061997
2016-06-01,"Nyamira",595100
2016-06-01,"Nyandarua",602962
2016-06-01,"Nyeri",735724
2016-06-01,"Samburu",285159
2016-06-01,"Siaya",940223
2016-06-01,"Taita Taveta",328355
2016-06-01,"Tana River",292295
2016-06-01,"Tharaka Nithi",380691
2016-06-01,"Trans Nzoia",935816
2016-06-01,"Turkana",857327
2016-06-01,"Uasin Gishu",1094446
2016-06-01,"Vihiga",575270
2016-06-01,"Wajir",721450
2016-06-01,"West Pokot",579888
2016-07-01,"Baringo",624675
2016-07-01,"Bomet",840445
2016-07-01,"Bungoma",1589234
2016-07-01,"Busia",842672
2016-07-01,"Elgeyo Marakwet",435128
2016-07-01,"Embu",589986
2016-07-01,"Garissa",781497
2016-07-01,"Homa Bay",1067994
2016-07-01,"Isiolo",249625
2016-07-01,"Kajiado",1038952
2016-07-01,"Kakamega",1769074
2016-07-01,"Kericho",866009
2016-07-01,"Kiambu",2279038
2016-07-01,"Kilifi",1372066
2016-07-01,"Kirinyaga",595338
2016-07-01,"Kisii",1231096
2016-07-01,"Kisumu",1097635
2016-07-01,"Kitui",1095773
2016-07-01,"Kwale",806638
2016-07-01,"Laikipia",488662
2016-07-01,"Lamu",133106
2016-07-01,"Machakos",1378445
2016-07-01,"Makueni",955128
2016-07-01,"Mandera",802280
2016-07-01,"Marsabit",428126
2016-07-01,"Meru",1488019
2016-07-01,"Migori",1037647
2016-07-01,"Mombasa",1131018
2016-07-01,"Murang'a",1023084
2016-07-01,"Nairobi",4180438
2016-07-01,"Nakuru",2027580
2016-07-01,"Nandi",843359
2016-07-01,"Narok",1061997
2016-07-01,"Nyamira",595100
2016-07-01,"Nyandarua",602962
2016-07-01,"Nyeri",735724
2016-07-01,"Samburu",285159
2016-07-01,"Siaya",940223
2016-07-01,"Taita Taveta",328355
2016-07-01,"Tana River",292295
2016-07-01,"Tharaka Nithi",380691
2016-07-01,"Trans Nzoia",935816
2016-07-01,"Turkana",857327
2016-07-01,"Uasin Gishu",1094446
2016-07-01,"Vihiga",575270
2016-07-01,"Wajir",721450
2016-07-01,"West Pokot",579888
2016-08-01,"Baringo",624675
2016-08-01,"Bomet",840445
2016-08-01,"Bungoma",1589234
2016-08-01,"Busia",842672
2016-08-01,"Elgeyo Marakwet",435128
2016-08-01,"Embu",589986
2016-08-01,"Garissa",781497
2016-08-01,"Homa Bay",1067994
2016-08-01,"Isiolo",249625
2016-08-01,"Kajiado",1038952
2016-08-01,"Kakamega",1769074
2016-08-01,"Kericho",866009
2016-08-01,"Kiambu",2279038
2016-08-01,"Kilifi",1372066
2016-08-01,"Kirinyaga",595338
2016-08-01,"Kisii",1231096
2016-08-01,"Kisumu",1097635
2016-08-01,"Kitui",1095773
2016-08-01,"Kwale",806638
2016-08-01,"Laikipia",488662
2016-08-01,"Lamu",133106
2016-08-01,"Machakos",1378445
2016-08-01,"Makueni",955128
2016-08-01,"Mandera",802280
2016-08-01,"Marsabit",428126
2016-08-01,"Meru",1488019
2016-08-01,"Migori",1037647
2016-08-01,"Mombasa",1131018
2016-08-01,"Murang'a",1023084
2016-08-01,"Nairobi",4180438
2016-08-01,"Nakuru",2027580
2016-08-01,"Nandi",843359
2016-08-01,"Narok",1061997
2016-08-01,"Nyamira",595100
2016-08-01,"Nyandarua",602962
2016-08-01,"Nyeri",735724
2016-08-01,"Samburu",285159
2016-08-01,"Siaya",940223
2016-08-01,"Taita Taveta",328355
2016-08-01,"Tana River",292295
2016-08-01,"Tharaka Nithi",380691
2016-08-01,"Trans Nzoia",935816
2016-08-01,"Turkana",857327
2016-08-01,"Uasin Gishu",1094446
2016-08-01,"Vihiga",575270
2016-08-01,"Wajir",721450
2016-08-01,"West Pokot",579888
2016-09-01,"Baringo",624675
2016-09-01,"Bomet",840445
2016-09-01,"Bungoma",1589234
2016-09-01,"Busia",842672
2016-09-01,"Elgeyo Marakwet",435128
2016-09-01,"Embu",589986
2016-09-01,"Garissa",781497
2016-09-01,"Homa Bay",1067994
2016-09-01,"Isiolo",249625
2016-09-01,"Kajiado",1038952
2016-09-01,"Kakamega",1769074
2016-09-01,"Kericho",866009
2016-09-01,"Kiambu",2279038
2016-09-01,"Kilifi",1372066
2016-09-01,"Kirinyaga",595338
2016-09-01,"Kisii",1231096
2016-09-01,"Kisumu",1097635
2016-09-01,"Kitui",1095773
2016-09-01,"Kwale",806638
2016-09-01,"Laikipia",488662
2016-09-01,"Lamu",133106
2016-09-01,"Machakos",1378445
2016-09-01,"Makueni",955128
2016-09-01,"Mandera",802280
2016-09-01,"Marsabit",428126
2016-09-01,"Meru",1488019
2016-09-01,"Migori",1037647
2016-09-01,"Mombasa",1131018
2016-09-01,"Murang'a",1023084
2016-09-01,"Nairobi",4180438
2016-09-01,"Nakuru",2027580
2016-09-01,"Nandi",843359
2016-09-01,"Narok",1061997
2016-09-01,"Nyamira",595100
2016-09-01,"Nyandarua",602962
2016-09-01,"Nyeri",735724
2016-09-01,"Samburu",285159
2016-09-01,"Siaya",940223
2016-09-01,"Taita Taveta",328355
2016-09-01,"Tana River",292295
2016-09-01,"Tharaka Nithi",380691
2016-09-01,"Trans Nzoia",935816
2016-09-01,"Turkana",857327
2016-09-01,"Uasin Gishu",1094446
2016-09-01,"Vihiga",575270
2016-09-01,"Wajir",721450
2016-09-01,"West Pokot",579888
2016-10-01,"Baringo",624675
2016-10-01,"Bomet",840445
2016-10-01,"Bungoma",1589234
2016-10-01,"Busia",842672
2016-10-01,"Elgeyo Marakwet",435128
2016-10-01,"Embu",589986
2016-10-01,"Garissa",781497
2016-10-01,"Homa Bay",1067994
2016-10-01,"Isiolo",249625
2016-10-01,"Kajiado",1038952
2016-10-01,"Kakamega",1769074
2016-10-01,"Kericho",866009
2016-10-01,"Kiambu",2279038
2016-10-01,"Kilifi",1372066
2016-10-01,"Kirinyaga",595338
2016-10-01,"Kisii",1231096
2016-10-01,"Kisumu",1097635
2016-10-01,"Kitui",1095773
2016-10-01,"Kwale",806638
2016-10-01,"Laikipia",488662
2016-10-01,"Lamu",133106
2016-10-01,"Machakos",1378445
2016-10-01,"Makueni",955128
2016-10-01,"Mandera",802280
2016-10-01,"Marsabit",428126
2016-10-01,"Meru",1488019
2016-10-01,"Migori",1037647
2016-10-01,"Mombasa",1131018
2016-10-01,"Murang'a",1023084
2016-10-01,"Nairobi",4180438
2016-10-01,"Nakuru",2027580
2016-10-01,"Nandi",843359
2016-10-01,"Narok",1061997
2016-10-01,"Nyamira",595100
2016-10-01,"Nyandarua",602962
2016-10-01,"Nyeri",735724
2016-10-01,"Samburu",285159
2016-10-01,"Siaya",940223
2016-10-01,"Taita Taveta",328355
2016-10-01,"Tana River",292295
2016-10-01,"Tharaka Nithi",380691
2016-10-01,"Trans Nzoia",935816
2016-10-01,"Turkana",857327
2016-10-01,"Uasin Gishu",1094446
2016-10-01,"Vihiga",575270
2016-10-01,"Wajir",721450
2016-10-01,"West Pokot",579888
2016-11-01,"Baringo",624675
2016-11-01,"Bomet",840445
2016-11-01,"Bungoma",1589234
2016-11-01,"Busia",842672
2016-11-01,"Elgeyo Marakwet",435128
2016-11-01,"Embu",589986
2016-11-01,"Garissa",781497
2016-11-01,"Homa Bay",1067994
2016-11-01,"Isiolo",249625
2016-11-01,"Kajiado",1038952
2016-11-01,"Kakamega",1769074
2016-11-01,"Kericho",866009
2016-11-01,"Kiambu",2279038
2016-11-01,"Kilifi",1372066
2016-11-01,"Kirinyaga",595338
2016-11-01,"Kisii",1231096
2016-11-01,"Kisumu",1097635
2016-11-01,"Kitui",1095773
2016-11-01,"Kwale",806638
2016-11-01,"Laikipia",488662
2016-11-01,"Lamu",133106
2016-11-01,"Machakos",1378445
2016-11-01,"Makueni",955128
2016-11-01,"Mandera",802280
2016-11-01,"Marsabit",428126
2016-11-01,"Meru",1488019
2016-11-01,"Migori",1037647
2016-11-01,"Mombasa",1131018
2016-11-01,"Murang'a",1023084
2016-11-01,"Nairobi",4180438
2016-11-01,"Nakuru",2027580
2016-11-01,"Nandi",843359
2016-11-01,"Narok",1061997
2016-11-01,"Nyamira",595100
2016-11-01,"Nyandarua",602962
2016-11-01,"Nyeri",735724
2016-11-01,"Samburu",285159
2016-11-01,"Siaya",940223
2016-11-01,"Taita Taveta",328355
2016-11-01,"Tana River",292295
2016-11-01,"Tharaka Nithi",380691
2016-11-01,"Trans Nzoia",935816
2016-11-01,"Turkana",857327
2016-11-01,"Uasin Gishu",1094446
2016-11-01,"Vihiga",575270
2016-11-01,"Wajir",721450
2016-11-01,"West Pokot",579888
2016-12-01,"Baringo",624675
2016-12-01,"Bomet",840445
2016-12-01,"Bungoma",1589234
2016-12-01,"Busia",842672
2016-12-01,"Elgeyo Marakwet",435128
2016-12-01,"Embu",589986
2016-12-01,"Garissa",781497
2016-12-01,"Homa Bay",1067994
2016-12-01,"Isiolo",249625
2016-12-01,"Kajiado",1038952
2016-12-01,"Kakamega",1769074
2016-12-01,"Kericho",866009
2016-12-01,"Kiambu",2279038
2016-12-01,"Kilifi",1372066
2016-12-01,"Kirinyaga",595338
2016-12-01,"Kisii",1231096
2016-12-01,"Kisumu",1097635
2016-12-01,"Kitui",1095773
