"","year","date","county","human_incidence","catt_incidence","cam_incidence","goat_incidence","shp_incidence","hum_cases","catt_cases","cam_cases","goat_cases","shp_cases"
"910",2015,2015-06-01,"Narok",1.2008,0,0,0,0,1239,0,0,0,0
"911",2015,2015-04-01,"Narok",0.786,0,0,0,0,811,0,0,0,0
"912",2015,2015-10-01,"Narok",1.6689,0,0,0,0,1722,0,0,0,0
"913",2015,2015-08-01,"Narok",1.1649,0,0,0,0,1202,0,0,0,0
"914",2015,2015-11-01,"Narok",0.6716,0,0,0,0,693,0,0,0,0
"915",2015,2015-01-01,"Narok",0.2597,0,0,0,0,268,0,0,0,0
"916",2015,2015-06-01,"Nyamira",1.4688,0,NA,0,0,869,0,0,0,0
"917",2015,2015-05-01,"Nyamira",1.7477,0,NA,0,0,1034,0,0,0,0
"918",2015,2015-09-01,"Nyamira",2.2496,0,NA,0,0,1331,0,0,0,0
"919",2015,2015-07-01,"Nyamira",1.8254,0,NA,0,0,1080,0,0,0,0
"920",2015,2015-10-01,"Nyamira",1.8609,0,NA,0,0,1101,0,0,0,0
"921",2015,2015-02-01,"Nyamira",1.2237,0,NA,0,0,724,0,0,0,0
"922",2015,2015-11-01,"Nyamira",2.1178,0,NA,0,0,1253,0,0,0,0
"923",2015,2015-12-01,"Nyamira",1.8812,0,NA,0,0,1113,0,0,0,0
"924",2015,2015-01-01,"Nyamira",0.6795,0,NA,0,0,402,0,0,0,0
"925",2015,2015-03-01,"Nyamira",1.5955,0,NA,0,0,944,0,0,0,0
"926",2015,2015-08-01,"Nyamira",1.8609,0,NA,0,0,1101,0,0,0,0
"927",2015,2015-04-01,"Nyamira",1.582,0,NA,0,0,936,0,0,0,0
"928",2015,2015-03-01,"Nyandarua",0.9787,0,NA,0,0,579,0,0,0,0
"929",2015,2015-12-01,"Nyandarua",1.1629,0,NA,0,0,688,0,0,0,0
"930",2015,2015-06-01,"Nyandarua",1.1747,0,NA,0,0,695,0,0,0,0
"931",2015,2015-09-01,"Nyandarua",1.3776,0,NA,0,0,815,0,0,0,0
"932",2015,2015-10-01,"Nyandarua",1.3404,0,NA,0,0,793,0,0,0,0
"933",2015,2015-01-01,"Nyandarua",0.5629,0,NA,0,0,333,0,0,0,0
"934",2015,2015-07-01,"Nyandarua",1.7241,0,NA,0,0,1020,0,0,0,0
"935",2015,2015-08-01,"Nyandarua",1.6649,0,NA,0,0,985,0,0,0,0
"936",2015,2015-11-01,"Nyandarua",2.0824,0,NA,0,0,1232,0,0,0,0
"937",2015,2015-05-01,"Nyandarua",1.2964,0,NA,0,0,767,0,0,0,0
"938",2015,2015-04-01,"Nyandarua",1.7325,0,NA,0,0,1025,0,0,0,0
"939",2015,2015-02-01,"Nyandarua",0.6829,0,NA,0,0,404,0,0,0,0
"940",2015,2015-01-01,"Nyeri",0.1786,0,NA,0,0,130,0,0,0,0
"941",2015,2015-10-01,"Nyeri",0.239,0,NA,0,0,174,0,0,0,0
"942",2015,2015-03-01,"Nyeri",0.1799,0,NA,0,0,131,0,0,0,0
"943",2015,2015-05-01,"Nyeri",0.3255,0,NA,0,0,237,0,0,0,0
"944",2015,2015-11-01,"Nyeri",0.1923,0,NA,0,0,140,0,0,0,0
"945",2015,2015-04-01,"Nyeri",0.1731,0,NA,0,0,126,0,0,0,0
"946",2015,2015-12-01,"Nyeri",0.2266,0,NA,0,0,165,0,0,0,0
"947",2015,2015-08-01,"Nyeri",0.2143,0,NA,0,0,156,0,0,0,0
"948",2015,2015-07-01,"Nyeri",0.2047,0,NA,0,0,149,0,0,0,0
"949",2015,2015-02-01,"Nyeri",0.1483,33.4332,NA,0,0,108,11,0,0,0
"950",2015,2015-06-01,"Nyeri",0.184,0,NA,0,0,134,0,0,0,0
"951",2015,2015-09-01,"Nyeri",0.1786,0,NA,0,0,130,0,0,0,0
"952",2015,2015-05-01,"Samburu",1.4681,0,0,0,0,407,0,0,0,0
"953",2015,2015-07-01,"Samburu",2.0128,0,0,0,0,558,0,0,0,0
"954",2015,2015-10-01,"Samburu",0.422,0,0,0,0,117,0,0,0,0
"955",2015,2015-06-01,"Samburu",0.9523,0,0,0,0,264,0,0,0,0
"956",2015,2015-03-01,"Samburu",1.4717,0,0,0,0,408,0,0,0,0
"957",2015,2015-02-01,"Samburu",0.5122,0,0,0,0,142,0,0,0,0
"958",2015,2015-01-01,"Samburu",0.4365,0,0,0,0,121,0,0,0,0
"959",2015,2015-04-01,"Samburu",0.5194,0,0,0,0,144,0,0,0,0
"960",2015,2015-09-01,"Samburu",1.2336,0,0,0,0,342,0,0,0,0
"961",2015,2015-12-01,"Samburu",0.8044,0,0,0,0,223,0,0,0,0
"962",2015,2015-08-01,"Samburu",1.8865,0,0,0,0,523,0,0,0,0
"963",2015,2015-11-01,"Samburu",0.9703,0,0,0,0,269,0,0,0,0
"964",2015,2015-06-01,"Siaya",0.4019,0,NA,0,0,371,0,0,0,0
"965",2015,2015-07-01,"Siaya",0.5481,0,NA,0,0,506,0,0,0,0
"966",2015,2015-12-01,"Siaya",0.5394,0,NA,0,0,498,0,0,0,0
"967",2015,2015-10-01,"Siaya",0.5145,0,NA,0,0,475,0,0,0,0
"968",2015,2015-09-01,"Siaya",0.3445,0,NA,0,0,318,0,0,0,0
"969",2015,2015-08-01,"Siaya",0.417,0,NA,0,0,385,0,0,0,0
"970",2015,2015-02-01,"Siaya",0.3661,0,NA,0,0,338,0,0,0,0
"971",2015,2015-05-01,"Siaya",0.443,0,NA,0,0,409,0,0,0,0
"972",2015,2015-03-01,"Siaya",0.351,0,NA,0,0,324,0,0,0,0
"973",2015,2015-11-01,"Siaya",0.469,0,NA,0,0,433,0,0,0,0
"974",2015,2015-01-01,"Siaya",0.1029,0,NA,0,0,95,0,0,0,0
"975",2015,2015-04-01,"Siaya",0.4939,0,NA,0,0,456,0,0,0,0
"976",2015,2015-11-01,"Taita Taveta",0.0832,0,0,0,0,27,0,0,0,0
"977",2015,2015-05-01,"Taita Taveta",0.3422,0,0,0,0,111,0,0,0,0
"978",2015,2015-06-01,"Taita Taveta",0.2312,0,0,0,0,75,0,0,0,0
"979",2015,2015-08-01,"Taita Taveta",0.2097,0,0,0,0,68,0,0,0,0
"980",2015,2015-09-01,"Taita Taveta",0.2004,0,0,0,0,65,0,0,0,0
"981",2015,2015-07-01,"Taita Taveta",0.2004,0,0,0,0,65,0,0,0,0
"982",2015,2015-10-01,"Taita Taveta",0.0894,0,0,0,0,29,0,0,0,0
"983",2015,2015-03-01,"Taita Taveta",0.2836,0,0,0,0,92,0,0,0,0
"984",2015,2015-02-01,"Taita Taveta",0.2251,0,0,0,0,73,0,0,0,0
"985",2015,2015-04-01,"Taita Taveta",0.2035,0,0,0,0,66,0,0,0,0
"986",2015,2015-01-01,"Taita Taveta",0.1264,0,0,0,0,41,0,0,0,0
"987",2015,2015-12-01,"Taita Taveta",0.1912,0,0,0,0,62,0,0,0,0
"988",2015,2015-08-01,"Tana River",0.1369,0,0,0,0,39,0,0,0,0
"989",2015,2015-05-01,"Tana River",0.1685,0,0,0,0,48,0,0,0,0
"990",2015,2015-03-01,"Tana River",0.007,0,0,0,0,2,0,0,0,0
"991",2015,2015-11-01,"Tana River",0.5583,0,0,0,0,159,0,0,0,0
"992",2015,2015-06-01,"Tana River",0.2352,0,0,0,0,67,0,0,0,0
"993",2015,2015-12-01,"Tana River",0.2036,0,0,0,0,58,0,0,0,0
"994",2015,2015-07-01,"Tana River",0.2739,0,0,0,0,78,0,0,0,0
"995",2015,2015-01-01,"Tana River",0.0351,0,0,0,0,10,0,0,0,0
"996",2015,2015-10-01,"Tana River",0.2282,0,0,0,0,65,0,0,0,0
"997",2015,2015-02-01,"Tana River",0.0105,0,0,0,0,3,0,0,0,0
"998",2015,2015-09-01,"Tana River",0.2352,0,0,0,0,67,0,0,0,0
"999",2015,2015-04-01,"Tana River",0.0772,0,0,0,0,22,0,0,0,0
"1000",2015,2015-11-01,"Tharaka Nithi",0.162,0,0,0,0,61,0,0,0,0
"1001",2015,2015-07-01,"Tharaka Nithi",0.4089,0,0,0,0,154,0,0,0,0
"1002",2015,2015-04-01,"Tharaka Nithi",0.2177,0,0,0,0,82,0,0,0,0
"1003",2015,2015-03-01,"Tharaka Nithi",0.1991,0,0,0,0,75,0,0,0,0
"1004",2015,2015-12-01,"Tharaka Nithi",0.3797,0,0,0,0,143,0,0,0,0
"1005",2015,2015-08-01,"Tharaka Nithi",0.308,0,0,0,0,116,0,0,0,0
"1006",2015,2015-06-01,"Tharaka Nithi",1.1205,0,0,0,0,422,0,0,0,0
"1007",2015,2015-02-01,"Tharaka Nithi",0.4328,0,0,0,0,163,0,0,0,0
"1008",2015,2015-05-01,"Tharaka Nithi",0.3346,0,0,0,0,126,0,0,0,0
"1009",2015,2015-10-01,"Tharaka Nithi",0.4806,0,0,0,0,181,0,0,0,0
"1010",2015,2015-09-01,"Tharaka Nithi",0.3611,0,0,0,0,136,0,0,0,0
"1011",2015,2015-01-01,"Tharaka Nithi",0.4248,0,0,0,0,160,0,0,0,0
"1012",2015,2015-10-01,"Trans Nzoia",1.1412,0,NA,0,0,1048,0,0,0,0
"1013",2015,2015-04-01,"Trans Nzoia",2.1605,0,NA,0,0,1984,0,0,0,0
"1014",2015,2015-05-01,"Trans Nzoia",1.8011,0,NA,0,0,1654,0,0,0,0
"1015",2015,2015-02-01,"Trans Nzoia",1.5605,0,NA,0,0,1433,0,0,0,0
"1016",2015,2015-01-01,"Trans Nzoia",2.0657,0,NA,0,0,1897,0,0,0,0
"1017",2015,2015-06-01,"Trans Nzoia",1.5942,0,NA,0,0,1464,0,0,0,0
"1018",2015,2015-12-01,"Trans Nzoia",2.1833,0,NA,0,0,2005,0,0,0,0
"1019",2015,2015-03-01,"Trans Nzoia",1.5594,0,NA,0,0,1432,0,0,0,0
"1020",2015,2015-11-01,"Trans Nzoia",1.8937,0,NA,0,0,1739,0,0,0,0
"1021",2015,2015-09-01,"Trans Nzoia",0.9267,0,NA,0,0,851,0,0,0,0
"1022",2015,2015-08-01,"Trans Nzoia",1.8077,0,NA,0,0,1660,0,0,0,0
"1023",2015,2015-07-01,"Trans Nzoia",2.1866,0,NA,0,0,2008,0,0,0,0
"1024",2015,2015-05-01,"Turkana",0.8105,0,0,0,0,677,0,0,0,0
"1025",2015,2015-11-01,"Turkana",0.7877,0,0,0,0,658,0,0,0,0
"1026",2015,2015-01-01,"Turkana",0.8021,0,0,0,0,670,0,0,0,0
"1027",2015,2015-06-01,"Turkana",1.178,0,0,0,0,984,0,0,0,0
"1028",2015,2015-02-01,"Turkana",0.4729,0,0,0,0,395,0,0,0,0
"1029",2015,2015-04-01,"Turkana",0.7411,0,0,0,0,619,0,0,0,0
"1030",2015,2015-07-01,"Turkana",0.9494,0,0,0,0,793,0,0,0,0
"1031",2015,2015-09-01,"Turkana",0.8213,0,0,0,0,686,0,0,0,0
"1032",2015,2015-08-01,"Turkana",0.7399,0,0,0,0,618,0,0,0,0
"1033",2015,2015-03-01,"Turkana",1.3037,0,0,0,0,1089,0,0,0,0
"1034",2015,2015-12-01,"Turkana",0.5806,0,0,0,0,485,0,0,0,0
"1035",2015,2015-10-01,"Turkana",0.7315,0,0,0,0,611,0,0,0,0
"1036",2015,2015-03-01,"Uasin Gishu",1.2728,14.3667,0,0,0,1365,8,0,0,0
"1037",2015,2015-09-01,"Uasin Gishu",1.6057,0,0,0,0,1722,0,0,0,0
"1038",2015,2015-01-01,"Uasin Gishu",0.8,0,0,0,0,858,0,0,0,0
"1039",2015,2015-06-01,"Uasin Gishu",1.311,0,0,0,0,1406,0,0,0,0
"1040",2015,2015-11-01,"Uasin Gishu",1.3194,0,0,0,0,1415,0,0,0,0
"1041",2015,2015-07-01,"Uasin Gishu",2.2621,0,0,0,0,2426,0,0,0,0
"1042",2015,2015-02-01,"Uasin Gishu",1.076,0,0,0,0,1154,0,0,0,0
"1043",2015,2015-08-01,"Uasin Gishu",0.9847,0,0,0,0,1056,0,0,0,0
"1044",2015,2015-10-01,"Uasin Gishu",1.8537,0,0,0,0,1988,0,0,0,0
"1045",2015,2015-04-01,"Uasin Gishu",1.3138,0,0,0,0,1409,0,0,0,0
"1046",2015,2015-05-01,"Uasin Gishu",1.0882,0,0,0,0,1167,0,0,0,0
"1047",2015,2015-12-01,"Uasin Gishu",0.9632,0,0,0,0,1033,0,0,0,0
"1048",2015,2015-02-01,"Vihiga",0.3208,0,NA,0,0,183,0,0,0,0
"1049",2015,2015-07-01,"Vihiga",1.1167,0,NA,0,0,637,0,0,0,0
"1050",2015,2015-04-01,"Vihiga",0.4821,0,NA,0,0,275,0,0,0,0
"1051",2015,2015-05-01,"Vihiga",0.5575,0,NA,0,0,318,0,0,0,0
"1052",2015,2015-11-01,"Vihiga",0.3296,0,NA,0,0,188,0,0,0,0
"1053",2015,2015-12-01,"Vihiga",1.0203,0,NA,0,0,582,0,0,0,0
"1054",2015,2015-01-01,"Vihiga",0.412,0,NA,0,0,235,0,0,0,0
"1055",2015,2015-09-01,"Vihiga",0.2367,0,NA,0,0,135,0,0,0,0
"1056",2015,2015-06-01,"Vihiga",1.0396,0,NA,0,0,593,0,0,0,0
"1057",2015,2015-08-01,"Vihiga",0.6118,0,NA,0,0,349,0,0,0,0
"1058",2015,2015-03-01,"Vihiga",0.3839,0,NA,0,0,219,0,0,0,0
"1059",2015,2015-10-01,"Vihiga",0.6714,0,NA,0,0,383,0,0,0,0
"1060",2015,2015-02-01,"Wajir",0.2619,0,0,0,0,184,0,0,0,0
"1061",2015,2015-06-01,"Wajir",0.4014,0,0,0,0,282,0,0,0,0
"1062",2015,2015-09-01,"Wajir",0.6049,0,0,0,0,425,0,0,0,0
"1063",2015,2015-11-01,"Wajir",0.7103,0,0,0,0,499,0,0,0,0
"1064",2015,2015-05-01,"Wajir",0.484,0,0,0,0,340,0,0,0,0
"1065",2015,2015-07-01,"Wajir",0.3886,0,0,0,0,273,0,0,0,0
"1066",2015,2015-08-01,"Wajir",0.1979,0,0,0,0,139,0,0,0,0
"1067",2015,2015-04-01,"Wajir",0.3046,0,0,0,0,214,0,0,0,0
"1068",2015,2015-12-01,"Wajir",0.669,0,0,0,0,470,0,0,0,0
"1069",2015,2015-01-01,"Wajir",0.3003,0,0,0,0,211,0,0,0,0
"1070",2015,2015-10-01,"Wajir",0.1922,0,0,0,0,135,0,0,0,0
"1071",2015,2015-03-01,"Wajir",0.2662,0,0,0,0,187,0,0,0,0
"1072",2015,2015-06-01,"West Pokot",3.6137,0,0,0,0,2048,0,0,0,0
"1073",2015,2015-05-01,"West Pokot",2.4068,0,0,0,0,1364,0,0,0,0
"1074",2015,2015-02-01,"West Pokot",1.6234,0,0,0,0,920,0,0,0,0
"1075",2015,2015-07-01,"West Pokot",3.1797,0,0,0,0,1802,0,0,0,0
"1076",2015,2015-03-01,"West Pokot",1.6992,0,0,0,0,963,0,0,0,0
"1077",2015,2015-04-01,"West Pokot",1.1805,0,0,0,0,669,0,0,0,0
"1078",2015,2015-08-01,"West Pokot",1.8863,0,0,0,0,1069,0,0,0,0
"1079",2015,2015-10-01,"West Pokot",2.0116,0,0,0,0,1140,0,0,0,0
"1080",2015,2015-09-01,"West Pokot",1.8245,0,0,0,0,1034,0,0,0,0
"1081",2015,2015-12-01,"West Pokot",2.278,0,0,0,0,1291,0,0,0,0
"1082",2015,2015-01-01,"West Pokot",1.6745,0,0,0,0,949,0,0,0,0
"1083",2015,2015-11-01,"West Pokot",1.6251,0,0,0,0,921,0,0,0,0
"1084",2016,2016-01-01,"Baringo",1.4552,0,0,0,0,909,0,0,0,0
"1085",2016,2016-03-01,"Baringo",1.7193,0,0,0,0,1074,0,0,0,0
"1086",2016,2016-08-01,"Baringo",1.3431,0,0,0,0,839,0,0,0,0
"1087",2016,2016-02-01,"Baringo",1.7945,0,0,0,0,1121,0,0,0,0
"1088",2016,2016-11-01,"Baringo",0.8901,0,0,0,0,556,0,0,0,0
"1089",2016,2016-10-01,"Baringo",1.2631,0,0,0,0,789,0,0,0,0
"1090",2016,2016-12-01,"Baringo",0.794,0,0,0,0,496,0,0,0,0
"1091",2016,2016-09-01,"Baringo",1.6361,0,0,0,0,1022,0,0,0,0
"1092",2016,2016-04-01,"Baringo",0.9429,0,0,0,0,589,0,0,0,0
"1093",2016,2016-05-01,"Baringo",0.6275,0,0,0,0,392,0,0,0,0
"1094",2016,2016-07-01,"Baringo",1.6601,0,0,0,0,1037,0,0,0,0
"1095",2016,2016-06-01,"Baringo",1.063,0,0,0,0,664,0,0,0,0
"1096",2016,2016-10-01,"Bomet",1.2672,0,NA,0,0,1065,0,0,0,0
"1097",2016,2016-02-01,"Bomet",1.5694,0,NA,0,0,1319,0,0,0,0
"1098",2016,2016-03-01,"Bomet",1.1054,0,NA,0,0,929,0,0,0,0
"1099",2016,2016-05-01,"Bomet",1.3243,0,NA,0,0,1113,0,0,0,0
"1100",2016,2016-12-01,"Bomet",0.7948,0,NA,0,0,668,0,0,0,0
"1101",2016,2016-04-01,"Bomet",1.3445,0,NA,0,0,1130,0,0,0,0
"1102",2016,2016-01-01,"Bomet",1.2553,0,NA,0,0,1055,0,0,0,0
"1103",2016,2016-08-01,"Bomet",1.4956,0,NA,0,0,1257,0,0,0,0
"1104",2016,2016-07-01,"Bomet",1.5884,0,NA,0,0,1335,0,0,0,0
"1105",2016,2016-09-01,"Bomet",1.642,0,NA,0,0,1380,0,0,0,0
"1106",2016,2016-06-01,"Bomet",1.354,0,NA,0,0,1138,0,0,0,0
"1107",2016,2016-11-01,"Bomet",0.6842,0,NA,0,0,575,0,0,0,0
"1108",2016,2016-03-01,"Bungoma",1.5787,0,NA,0,0,2509,0,0,0,0
"1109",2016,2016-05-01,"Bungoma",1.4227,0,NA,0,0,2261,0,0,0,0
"1110",2016,2016-04-01,"Bungoma",1.5423,0,NA,0,0,2451,0,0,0,0
"1111",2016,2016-01-01,"Bungoma",1.1981,0,NA,0,0,1904,0,0,0,0
"1112",2016,2016-08-01,"Bungoma",1.368,0,NA,0,0,2174,0,0,0,0
"1113",2016,2016-02-01,"Bungoma",1.4812,0,NA,0,0,2354,0,0,0,0
"1114",2016,2016-11-01,"Bungoma",1.5662,0,NA,0,0,2489,0,0,0,0
"1115",2016,2016-06-01,"Bungoma",1.5372,0,NA,0,0,2443,0,0,0,0
"1116",2016,2016-10-01,"Bungoma",1.8795,0,NA,0,0,2987,0,0,0,0
"1117",2016,2016-07-01,"Bungoma",1.4409,0,NA,0,0,2290,0,0,0,0
"1118",2016,2016-09-01,"Bungoma",1.5165,0,NA,0,0,2410,0,0,0,0
"1119",2016,2016-12-01,"Bungoma",1.166,0,NA,0,0,1853,0,0,0,0
"1120",2016,2016-02-01,"Busia",0.4913,0,NA,0,0,414,0,0,0,0
"1121",2016,2016-03-01,"Busia",0.5174,0,NA,0,0,436,0,0,0,0
"1122",2016,2016-07-01,"Busia",0.7417,0,NA,0,0,625,0,0,0,0
"1123",2016,2016-04-01,"Busia",0.4047,0,NA,0,0,341,0,0,0,0
"1124",2016,2016-01-01,"Busia",0.4296,0,NA,0,0,362,0,0,0,0
"1125",2016,2016-05-01,"Busia",0.5352,0,NA,0,0,451,0,0,0,0
"1126",2016,2016-12-01,"Busia",0.6159,0,NA,0,0,519,0,0,0,0
"1127",2016,2016-11-01,"Busia",0.3975,0,NA,0,0,335,0,0,0,0
"1128",2016,2016-06-01,"Busia",0.5494,0,NA,0,0,463,0,0,0,0
"1129",2016,2016-08-01,"Busia",0.5471,0,NA,0,0,461,0,0,0,0
"1130",2016,2016-09-01,"Busia",0.5577,0,NA,0,0,470,0,0,0,0
"1131",2016,2016-10-01,"Busia",0.4438,0,NA,0,0,374,0,0,0,0
"1132",2016,2016-05-01,"Elgeyo Marakwet",3.2174,0,0,0,0,1400,0,0,0,0
"1133",2016,2016-04-01,"Elgeyo Marakwet",2.5326,0,0,0,0,1102,0,0,0,0
"1134",2016,2016-02-01,"Elgeyo Marakwet",3.6311,0,0,0,0,1580,0,0,0,0
"1135",2016,2016-07-01,"Elgeyo Marakwet",4.0908,0,0,0,0,1780,0,0,0,0
"1136",2016,2016-11-01,"Elgeyo Marakwet",3.3714,0,0,0,0,1467,0,0,0,0
"1137",2016,2016-01-01,"Elgeyo Marakwet",2.5418,0,0,0,0,1106,0,0,0,0
"1138",2016,2016-08-01,"Elgeyo Marakwet",4.8767,0,0,0,0,2122,0,0,0,0
"1139",2016,2016-12-01,"Elgeyo Marakwet",2.312,0,0,0,0,1006,0,0,0,0
"1140",2016,2016-09-01,"Elgeyo Marakwet",4.8423,0,0,0,0,2107,0,0,0,0
"1141",2016,2016-06-01,"Elgeyo Marakwet",3.7093,0,0,0,0,1614,0,0,0,0
"1142",2016,2016-10-01,"Elgeyo Marakwet",3.7368,0,0,0,0,1626,0,0,0,0
"1143",2016,2016-03-01,"Elgeyo Marakwet",1.3996,0,0,0,0,609,0,0,0,0
"1144",2016,2016-01-01,"Embu",0.2881,0,0,0,0,170,0,0,0,0
"1145",2016,2016-07-01,"Embu",0.6576,0,0,0,0,388,0,0,0,0
"1146",2016,2016-03-01,"Embu",0.1,0,0,0,0,59,0,0,0,0
"1147",2016,2016-06-01,"Embu",0.5204,0,0,0,0,307,0,0,0,0
"1148",2016,2016-02-01,"Embu",0.1881,0,0,0,0,111,0,0,0,0
"1149",2016,2016-11-01,"Embu",0.1746,0,0,0,0,103,0,0,0,0
"1150",2016,2016-05-01,"Embu",0.0712,0,0,0,0,42,0,0,0,0
"1151",2016,2016-10-01,"Embu",0.7865,0,0,0,0,464,0,0,0,0
"1152",2016,2016-12-01,"Embu",0.1203,0,0,0,0,71,0,0,0,0
"1153",2016,2016-04-01,"Embu",0.0441,0,0,0,0,26,0,0,0,0
"1154",2016,2016-08-01,"Embu",0.6119,0,0,0,0,361,0,0,0,0
"1155",2016,2016-09-01,"Embu",0.3848,0,0,0,0,227,0,0,0,0
"1156",2016,2016-01-01,"Garissa",1.4165,0,0,0,0,1107,0,0,0,0
"1157",2016,2016-10-01,"Garissa",1.1069,0,0,0,0,865,0,0,0,0
"1158",2016,2016-02-01,"Garissa",1.4651,0,0,0,0,1145,0,0,0,0
"1159",2016,2016-07-01,"Garissa",1.199,0,0,0,0,937,0,0,0,0
"1160",2016,2016-05-01,"Garissa",0.7115,0,0,0,0,556,0,0,0,0
"1161",2016,2016-12-01,"Garissa",0.6564,0,0,0,0,513,0,0,0,0
"1162",2016,2016-09-01,"Garissa",1.4383,0,0,0,0,1124,0,0,0,0
"1163",2016,2016-06-01,"Garissa",1.1759,0,0,0,0,919,0,0,0,0
"1164",2016,2016-04-01,"Garissa",1.1056,0,0,0,0,864,0,0,0,0
"1165",2016,2016-11-01,"Garissa",1.4012,0,0,0,0,1095,0,0,0,0
"1166",2016,2016-03-01,"Garissa",1.1452,0,0,0,0,895,0,0,0,0
"1167",2016,2016-08-01,"Garissa",1.4076,0,0,0,0,1100,0,0,0,0
"1168",2016,2016-07-01,"Homa Bay",1.4073,0,NA,0,0,1503,0,0,0,0
"1169",2016,2016-02-01,"Homa Bay",0.5758,0,NA,0,0,615,0,0,0,0
"1170",2016,2016-04-01,"Homa Bay",0.7528,0,NA,0,0,804,0,0,0,0
"1171",2016,2016-12-01,"Homa Bay",0.779,0,NA,0,0,832,0,0,0,0
"1172",2016,2016-03-01,"Homa Bay",0.588,0,NA,0,0,628,0,0,0,0
"1173",2016,2016-06-01,"Homa Bay",0.9569,0,NA,0,0,1022,0,0,0,0
"1174",2016,2016-09-01,"Homa Bay",1.4691,0,NA,0,0,1569,0,0,0,0
"1175",2016,2016-11-01,"Homa Bay",1.3905,0,NA,0,0,1485,0,0,0,0
"1176",2016,2016-01-01,"Homa Bay",0.8549,0,NA,0,0,913,0,0,0,0
"1177",2016,2016-10-01,"Homa Bay",0.9185,0,NA,0,0,981,0,0,0,0
"1178",2016,2016-08-01,"Homa Bay",1.9579,0,NA,0,0,2091,0,0,0,0
"1179",2016,2016-05-01,"Homa Bay",0.6639,0,NA,0,0,709,0,0,0,0
"1180",2016,2016-08-01,"Isiolo",1.1017,0,0,0,0,275,0,0,0,0
"1181",2016,2016-10-01,"Isiolo",0.7772,0,0,0,0,194,0,0,0,0
"1182",2016,2016-02-01,"Isiolo",1.318,0,0,0,0,329,0,0,0,0
"1183",2016,2016-04-01,"Isiolo",1.6745,0,0,0,0,418,0,0,0,0
"1184",2016,2016-09-01,"Isiolo",1.4061,0,0,0,0,351,0,0,0,0
"1185",2016,2016-03-01,"Isiolo",1.5744,0,0,0,0,393,0,0,0,0
"1186",2016,2016-07-01,"Isiolo",1.5503,0,0,0,0,387,0,0,0,0
"1187",2016,2016-06-01,"Isiolo",1.4902,0,0,0,0,372,0,0,0,0
"1188",2016,2016-12-01,"Isiolo",0.2484,0,0,0,0,62,0,0,0,0
"1189",2016,2016-01-01,"Isiolo",1.6625,0,0,0,0,415,0,0,0,0
"1190",2016,2016-05-01,"Isiolo",1.0776,0,0,0,0,269,0,0,0,0
"1191",2016,2016-11-01,"Isiolo",0.3005,0,0,0,0,75,0,0,0,0
"1192",2016,2016-08-01,"Kajiado",2.1002,0,0,0,0,2182,0,0,0,0
"1193",2016,2016-04-01,"Kajiado",1.2657,0,0,0,0,1315,0,0,0,0
"1194",2016,2016-03-01,"Kajiado",1.4033,0,0,0,0,1458,0,0,0,0
"1195",2016,2016-07-01,"Kajiado",1.9991,0,0,0,0,2077,0,0,0,0
"1196",2016,2016-02-01,"Kajiado",1.1175,0,0,0,0,1161,0,0,0,0
"1197",2016,2016-06-01,"Kajiado",1.8432,0,0,0,0,1915,0,0,0,0
"1198",2016,2016-10-01,"Kajiado",1.6257,0,0,0,0,1689,0,0,0,0
"1199",2016,2016-11-01,"Kajiado",1.1589,0,0,0,0,1204,0,0,0,0
"1200",2016,2016-05-01,"Kajiado",1.6084,0,0,0,0,1671,0,0,0,0
"1201",2016,2016-12-01,"Kajiado",1.1848,0,0,0,0,1231,0,0,0,0
"1202",2016,2016-01-01,"Kajiado",1.0992,0,0,0,0,1142,0,0,0,0
"1203",2016,2016-09-01,"Kajiado",1.9038,0,0,0,0,1978,0,0,0,0
"1204",2016,2016-08-01,"Kakamega",0.4669,0,NA,0,0,826,0,0,0,0
"1205",2016,2016-10-01,"Kakamega",0.5308,0,NA,0,0,939,0,0,0,0
"1206",2016,2016-02-01,"Kakamega",0.7332,0,NA,0,0,1297,0,0,0,0
"1207",2016,2016-06-01,"Kakamega",0.5444,0,NA,0,0,963,0,0,0,0
"1208",2016,2016-03-01,"Kakamega",0.3329,0,NA,0,0,589,0,0,0,0
"1209",2016,2016-07-01,"Kakamega",0.4963,0,NA,0,0,878,0,0,0,0
"1210",2016,2016-04-01,"Kakamega",0.3556,0,NA,0,0,629,0,0,0,0
"1211",2016,2016-09-01,"Kakamega",0.5494,0,NA,0,0,972,0,0,0,0
"1212",2016,2016-12-01,"Kakamega",0.4392,0,NA,0,0,777,0,0,0,0
"1213",2016,2016-01-01,"Kakamega",0.4386,0,NA,0,0,776,0,0,0,0
"1214",2016,2016-11-01,"Kakamega",0.7117,0,NA,0,0,1259,0,0,0,0
"1215",2016,2016-05-01,"Kakamega",0.5455,0,NA,0,0,965,0,0,0,0
"1216",2016,2016-02-01,"Kericho",2.1178,0,NA,0,0,1834,0,0,0,0
"1217",2016,2016-10-01,"Kericho",2.9769,0,NA,0,0,2578,0,0,0,0
"1218",2016,2016-08-01,"Kericho",2.2298,0,NA,0,0,1931,0,0,0,0
"1219",2016,2016-11-01,"Kericho",2.194,0,NA,0,0,1900,0,0,0,0
"1220",2016,2016-06-01,"Kericho",2.6593,0,NA,0,0,2303,0,0,0,0
