county,year,date,diagnosis,hum_cases,pop,catt_cases,cam_cases,goat_cases,shp_cases,catt_pop,goat_pop,sheep_pop,cam_pop,hum_incidence,catt_incidence,cam_incidence,goat_incidence,shp_incidence
Baringo,2014,2014-01-01,Clinically confirmed,168,598102,,,,,,,,,280.888544094486,,,,
Baringo,2014,2014-01-01,Lab confirmed,,598102,,,,,,,,,,,,,
Baringo,2014,2014-02-01,Clinically confirmed,122,598102,,,,,,,,,203.978585592424,,,,
Baringo,2014,2014-02-01,Lab confirmed,,598102,,,,,,,,,,,,,
Baringo,2014,2014-03-01,Clinically confirmed,178,598102,,,,,,,,,297.608100290586,,,,
Baringo,2014,2014-03-01,Lab confirmed,,598102,,,,,,,,,,,,,
Baringo,2014,2014-04-01,Clinically confirmed,140,598102,,,,,,,,,234.073786745405,,,,
Baringo,2014,2014-04-01,Lab confirmed,,598102,,,,,,,,,,,,,
Baringo,2014,2014-05-01,Clinically confirmed,127,598102,,,,,,,,,212.338363690474,,,,
Baringo,2014,2014-05-01,Lab confirmed,,598102,,,,,,,,,,,,,
Baringo,2014,2014-06-01,Clinically confirmed,165,598102,,,,,,,,,275.872677235655,,,,
Baringo,2014,2014-06-01,Lab confirmed,,598102,,,,,,,,,,,,,
Baringo,2014,2014-07-01,Clinically confirmed,122,598102,,,,,,,,,203.978585592424,,,,
Baringo,2014,2014-07-01,Lab confirmed,,598102,,,,,,,,,,,,,
Baringo,2014,2014-08-01,Clinically confirmed,171,598102,,,,,,,,,285.904410953316,,,,
Baringo,2014,2014-08-01,Lab confirmed,,598102,,,,,,,,,,,,,
Baringo,2014,2014-09-01,Clinically confirmed,200,598102,,,,,,,,,334.391123922007,,,,
Baringo,2014,2014-09-01,Lab confirmed,,598102,,,,,,,,,,,,,
Baringo,2014,2014-10-01,Clinically confirmed,234,598102,,,,,,,,,391.237614988748,,,,
Baringo,2014,2014-10-01,Lab confirmed,,598102,,,,,,,,,,,,,
Baringo,2014,2014-11-01,Clinically confirmed,129,598102,,,,,,,,,215.682274929694,,,,
Baringo,2014,2014-11-01,Lab confirmed,,598102,,,,,,,,,,,,,
Baringo,2014,2014-12-01,Clinically confirmed,142,598102,,,,,,,,,237.417697984625,,,,
Baringo,2014,2014-12-01,Lab confirmed,,598102,,,,,,,,,,,,,
Baringo,2015,2015-01-01,Clinically confirmed,165,611244,,,,,,,,,269.941300037301,,,,
Baringo,2015,2015-01-01,Lab confirmed,100,611244,,,,,,,,,163.600787901395,,,,
Baringo,2015,2015-02-01,Clinically confirmed,293,611244,,,,,,,,,479.350308551086,,,,
Baringo,2015,2015-02-01,Lab confirmed,310,611244,,,,,,,,,507.162442494323,,,,
Baringo,2015,2015-03-01,Clinically confirmed,168,611244,,,,,,,,,274.849323674343,,,,
Baringo,2015,2015-03-01,Lab confirmed,553,611244,,,,,,,,,904.712357094712,,,,
Baringo,2015,2015-04-01,Clinically confirmed,124,611244,,,,,,,,,202.864976997729,,,,
Baringo,2015,2015-04-01,Lab confirmed,324,611244,,,,,,,,,530.066552800518,,,,
Baringo,2015,2015-05-01,Clinically confirmed,183,611244,,,,,,,,,299.389441859552,,,,
Baringo,2015,2015-05-01,Lab confirmed,265,611244,,,,,,,,,433.542087938696,,,,
Baringo,2015,2015-06-01,Clinically confirmed,190,611244,,,,,,,,,310.84149701265,,,,
Baringo,2015,2015-06-01,Lab confirmed,271,611244,,,,,,,,,443.358135212779,,,,
Baringo,2015,2015-07-01,Clinically confirmed,209,611244,,,,,,,,,341.925646713915,,,,
Baringo,2015,2015-07-01,Lab confirmed,519,611244,,,,,,,,,849.088089208238,,,,
Baringo,2015,2015-08-01,Clinically confirmed,145,611244,,,,,,,,,237.221142457022,,,,
Baringo,2015,2015-08-01,Lab confirmed,409,611244,,,,,,,,,669.127222516704,,,,
Baringo,2015,2015-09-01,Clinically confirmed,163,611244,,,,,,,,,266.669284279273,,,,
Baringo,2015,2015-09-01,Lab confirmed,580,611244,,,,,,,,,948.884569828088,,,,
Baringo,2015,2015-10-01,Clinically confirmed,131,611244,,,,,,,,,214.317032150827,,,,
Baringo,2015,2015-10-01,Lab confirmed,729,611244,,,,,,,,,1192.64974380117,,,,
Baringo,2015,2015-11-01,Clinically confirmed,120,611244,,,,,,,,,196.320945481673,,,,
Baringo,2015,2015-11-01,Lab confirmed,255,611244,,,,,,,,,417.182009148556,,,,
Baringo,2015,2015-12-01,Clinically confirmed,172,611244,,,,,,,,,281.393355190399,,,,
Baringo,2015,2015-12-01,Lab confirmed,309,611244,,,,,,,,,505.526434615309,,,,
Baringo,2016,2016-01-01,Clinically confirmed,175,624675,,,,,,,,,280.145675751391,,,,
Baringo,2016,2016-01-01,Lab confirmed,734,624675,,,,,,,,,1175.01100572298,,,,
Baringo,2016,2016-02-01,Clinically confirmed,222,624675,,,,,,,,,355.38480009605,,,,
Baringo,2016,2016-02-01,Lab confirmed,899,624675,,,,,,,,,1439.14835714572,,,,
Baringo,2016,2016-03-01,Clinically confirmed,172,624675,,,,,,,,,275.343178452795,,,,
Baringo,2016,2016-03-01,Lab confirmed,902,624675,,,,,,,,,1443.95085444431,,,,
Baringo,2016,2016-04-01,Clinically confirmed,154,624675,,,,,,,,,246.528194661224,,,,
Baringo,2016,2016-04-01,Lab confirmed,435,624675,,,,,,,,,696.362108296314,,,,
Baringo,2016,2016-05-01,Clinically confirmed,167,624675,,,,,,,,,267.33901628847,,,,
Baringo,2016,2016-05-01,Lab confirmed,225,624675,,,,,,,,,360.187297394645,,,,
Baringo,2016,2016-06-01,Clinically confirmed,173,624675,,,,,,,,,276.944010885661,,,,
Baringo,2016,2016-06-01,Lab confirmed,491,624675,,,,,,,,,786.008724536759,,,,
Baringo,2016,2016-07-01,Clinically confirmed,219,624675,,,,,,,,,350.582302797455,,,,
Baringo,2016,2016-07-01,Lab confirmed,818,624675,,,,,,,,,1309.48093008364,,,,
Baringo,2016,2016-08-01,Clinically confirmed,162,624675,,,,,,,,,259.334854124145,,,,
Baringo,2016,2016-08-01,Lab confirmed,677,624675,,,,,,,,,1083.76355704967,,,,
Baringo,2016,2016-09-01,Clinically confirmed,419,624675,,,,,,,,,670.748789370473,,,,
Baringo,2016,2016-09-01,Lab confirmed,603,624675,,,,,,,,,965.301957017649,,,,
Baringo,2016,2016-10-01,Clinically confirmed,246,624675,,,,,,,,,393.804778484812,,,,
Baringo,2016,2016-10-01,Lab confirmed,543,624675,,,,,,,,,869.252011045744,,,,
Baringo,2016,2016-11-01,Clinically confirmed,151,624675,,,,,,,,,241.725697362629,,,,
Baringo,2016,2016-11-01,Lab confirmed,405,624675,,,,,,,,,648.337135310361,,,,
Baringo,2016,2016-12-01,Clinically confirmed,179,624675,,,,,,,,,286.549005482851,,,,
Baringo,2016,2016-12-01,Lab confirmed,317,624675,,,,,,,,,507.463881218234,,,,
Baringo,2017,2017-01-01,Clinically confirmed,240,638401,,,,,,,,,375.939260746772,,,,
Baringo,2017,2017-01-01,Lab confirmed,693,638401,,,,,,,,,1085.5246154063,,,,
Baringo,2017,2017-02-01,Clinically confirmed,321,638401,,,,,,,,,502.818761248808,,,,
Baringo,2017,2017-02-01,Lab confirmed,813,638401,,,,,,,,,1273.49424577969,,,,
Baringo,2017,2017-03-01,Clinically confirmed,210,638401,,,,,,,,,328.946853153425,,,,
Baringo,2017,2017-03-01,Lab confirmed,708,638401,,,,,,,,,1109.02081920298,,,,
Baringo,2017,2017-04-01,Clinically confirmed,373,638401,,,,,,,,,584.272267743942,,,,
Baringo,2017,2017-04-01,Lab confirmed,445,638401,,,,,,,,,697.054045967973,,,,
Baringo,2017,2017-05-01,Clinically confirmed,220,638401,,,,,,,,,344.610989017874,,,,
Baringo,2017,2017-05-01,Lab confirmed,561,638401,,,,,,,,,878.75802199558,,,,
Baringo,2017,2017-06-01,Clinically confirmed,213,638401,,,,,,,,,333.64609391276,,,,
Baringo,2017,2017-06-01,Lab confirmed,279,638401,,,,,,,,,437.029390618122,,,,
Baringo,2017,2017-07-01,Clinically confirmed,109,638401,,,,,,,,,170.739080922492,,,,
Baringo,2017,2017-07-01,Lab confirmed,290,638401,,,,,,,,,454.259940069016,,,,
Baringo,2017,2017-08-01,Clinically confirmed,116,638401,,,,,,,,,181.703976027606,,,,
Baringo,2017,2017-08-01,Lab confirmed,301,638401,,,,,,,,,471.49048951991,,,,
Baringo,2017,2017-09-01,Clinically confirmed,108,638401,,,,,,,,,169.172667336047,,,,
Baringo,2017,2017-09-01,Lab confirmed,305,638401,,,,,,,,,477.75614386569,,,,
Baringo,2017,2017-10-01,Clinically confirmed,284,638401,,,,,,,,,444.861458550347,,,,
Baringo,2017,2017-10-01,Lab confirmed,536,638401,,,,,,,,,839.597682334457,,,,
Baringo,2017,2017-11-01,Clinically confirmed,298,638401,,,,,,,,,466.791248760575,,,,
Baringo,2017,2017-11-01,Lab confirmed,716,638401,,,,,,,,,1121.55212789454,,,,
Baringo,2017,2017-12-01,Clinically confirmed,129,638401,,,,,,,,,202.06735265139,,,,
Baringo,2017,2017-12-01,Lab confirmed,503,638401,,,,,,,,,787.906033981776,,,,
Baringo,2018,2018-01-01,Clinically confirmed,227,652428,,,,,,,,,347.931112705157,,,,
Baringo,2018,2018-01-01,Lab confirmed,822,652428,,,,,,,,,1259.90913939929,,,,
Baringo,2018,2018-02-01,Clinically confirmed,386,652428,,,,,,,,,591.636165216698,,,,
Baringo,2018,2018-02-01,Lab confirmed,812,652428,,,,,,,,,1244.58177760611,,,,
Baringo,2018,2018-03-01,Clinically confirmed,274,652428,,,,,,,,,419.969713133097,,,,
Baringo,2018,2018-03-01,Lab confirmed,909,652428,,,,,,,,,1393.25718699994,,,,
Baringo,2018,2018-04-01,Clinically confirmed,148,652428,,,,,,,,,226.844954539045,,,,
Baringo,2018,2018-04-01,Lab confirmed,652,652428,,,,,,,,,999.343988915252,,,,
Baringo,2018,2018-05-01,Clinically confirmed,248,652428,,,,,,,,,380.118572470832,,,,
Baringo,2018,2018-05-01,Lab confirmed,631,652428,,,,,,,,,967.156529149577,,,,
Baringo,2018,2018-06-01,Clinically confirmed,301,652428,,,,,,,,,461.353589974679,,,,
Baringo,2018,2018-06-01,Lab confirmed,800,652428,,,,,,,,,1226.1889434543,,,,
Baringo,2018,2018-07-01,Clinically confirmed,361,652428,,,,,,,,,553.317760733752,,,,
Baringo,2018,2018-07-01,Lab confirmed,1380,652428,,,,,,,,,2115.17592745866,,,,
Baringo,2018,2018-08-01,Clinically confirmed,284,652428,,,,,,,,,435.297074926275,,,,
Baringo,2018,2018-08-01,Lab confirmed,1136,652428,,,,,,,,,1741.1882997051,,,,
Baringo,2018,2018-09-01,Clinically confirmed,372,652428,,,,,,,,,570.177858706248,,,,
Baringo,2018,2018-09-01,Lab confirmed,1096,652428,,,,,,,,,1679.87885253239,,,,
Baringo,2018,2018-10-01,Clinically confirmed,392,652428,,,,,,,,,600.832582292606,,,,
Baringo,2018,2018-10-01,Lab confirmed,1338,652428,,,,,,,,,2050.80100792731,,,,
Baringo,2018,2018-11-01,Clinically confirmed,302,652428,,,,,,,,,462.886326153997,,,,
Baringo,2018,2018-11-01,Lab confirmed,1039,652428,,,,,,,,,1592.51289031127,,,,
Baringo,2018,2018-12-01,Clinically confirmed,247,652428,,,,,,,,,378.585836291514,,,,
Baringo,2018,2018-12-01,Lab confirmed,730,652428,,,,,,,,,1118.89741090205,,,,
Baringo,2019,2019-01-01,Clinically confirmed,421,666763,,,,,,,,,631.408761433973,,,,
Baringo,2019,2019-01-01,Lab confirmed,1078,666763,,,,,,,,,1616.76637725849,,,,
Baringo,2019,2019-02-01,Clinically confirmed,301,666763,,,,,,,,,451.434767676071,,,,
Baringo,2019,2019-02-01,Lab confirmed,1048,666763,,,,,,,,,1571.77287881901,,,,
Baringo,2019,2019-03-01,Clinically confirmed,403,666763,,,,,,,,,604.412662370288,,,,
Baringo,2019,2019-03-01,Lab confirmed,1224,666763,,,,,,,,,1835.7347363306,,,,
Baringo,2019,2019-04-01,Clinically confirmed,321,666763,,,,,,,,,481.430433302388,,,,
Baringo,2019,2019-04-01,Lab confirmed,1509,666763,,,,,,,,,2263.17297150562,,,,
Baringo,2019,2019-05-01,Clinically confirmed,376,666763,,,,6,409846,933727,343343,38500,563.91851377476,,,,17.4752361341283
Baringo,2019,2019-05-01,Lab confirmed,678,666763,24,,,,409846,933727,343343,38500,1016.85306473215,58.5585805400077,,,
Baringo,2019,2019-06-01,Clinically confirmed,277,666763,2,,,,409846,933727,343343,38500,415.43996892449,4.87988171166731,,,
Baringo,2019,2019-06-01,Lab confirmed,669,666763,,,,,,,,,1003.3550152003,,,,
Baringo,2019,2019-07-01,Clinically confirmed,338,666763,,,6,,409846,933727,343343,38500,506.926749084757,,,6.42586109216077,
Baringo,2019,2019-07-01,Lab confirmed,1050,666763,,,,,,,,,1574.77244538164,,,,
Baringo,2019,2019-08-01,Clinically confirmed,276,666763,,,,,,,,,413.940185643175,,,,
Baringo,2019,2019-08-01,Lab confirmed,1030,666763,,,,,,,,,1544.77677975533,,,,
Baringo,2019,2019-09-01,Clinically confirmed,432,666763,1,,,,409846,933727,343343,38500,647.906377528447,2.43994085583365,,,
Baringo,2019,2019-09-01,Lab confirmed,1403,666763,,,,,,,,,2104.19594368614,,,,
Baringo,2019,2019-10-01,Clinically confirmed,390,666763,,,,,,,,,584.915479713182,,,,
Baringo,2019,2019-10-01,Lab confirmed,1451,666763,,,,,,,,,2176.1855411893,,,,
Baringo,2019,2019-11-01,Clinically confirmed,437,666763,,,,,,,,,655.405293935026,,,,
Baringo,2019,2019-11-01,Lab confirmed,1239,666763,,,,,,,,,1858.23148555034,,,,
Baringo,2019,2019-12-01,Clinically confirmed,201,666763,,,,,,,,,301.456439544486,,,,
Baringo,2019,2019-12-01,Lab confirmed,916,666763,,,,,,,,,1373.80148568532,,,,
Baringo,2020,2020-01-01,Clinically confirmed,429,687000,,,,,,,,,624.454148471616,,,,
Baringo,2020,2020-01-01,Lab confirmed,1062,687000,,,,,,,,,1545.85152838428,,,,
Baringo,2020,2020-02-01,Clinically confirmed,455,687000,,,,,,,,,662.299854439593,,,,
Baringo,2020,2020-02-01,Lab confirmed,1312,687000,,,,,,,,,1909.75254730713,,,,
Baringo,2020,2020-03-01,Clinically confirmed,548,687000,,,,,,,,,797.671033478894,,,,
Baringo,2020,2020-03-01,Lab confirmed,1768,687000,,,,,,,,,2573.50800582242,,,,
Baringo,2020,2020-04-01,Clinically confirmed,276,687000,,,,,,,,,401.74672489083,,,,
Baringo,2020,2020-04-01,Lab confirmed,964,687000,,,,,,,,,1403.20232896652,,,,
Baringo,2020,2020-05-01,Clinically confirmed,317,687000,,,,,,,,,461.426491994178,,,,
Baringo,2020,2020-05-01,Lab confirmed,1138,687000,,,,,,,,,1656.47743813683,,,,
Baringo,2020,2020-06-01,Clinically confirmed,418,687000,,,,,,,,,608.44250363901,,,,
Baringo,2020,2020-06-01,Lab confirmed,1307,687000,,,,,,,,,1902.47452692868,,,,
Baringo,2020,2020-07-01,Clinically confirmed,516,687000,,,,,,,,,751.091703056769,,,,
Baringo,2020,2020-07-01,Lab confirmed,1413,687000,,,,,,,,,2056.76855895197,,,,
Baringo,2020,2020-08-01,Clinically confirmed,548,687000,,,,,,,,,797.671033478894,,,,
Baringo,2020,2020-08-01,Lab confirmed,1407,687000,,,,,,,,,2048.03493449782,,,,
Baringo,2020,2020-09-01,Clinically confirmed,312,687000,,,,,,,,,454.148471615721,,,,
Baringo,2020,2020-09-01,Lab confirmed,837,687000,,,,,,,,,1218.34061135371,,,,
Baringo,2020,2020-10-01,Clinically confirmed,382,687000,,,,,,,,,556.040756914119,,,,
Baringo,2020,2020-10-01,Lab confirmed,1443,687000,,,,,,,,,2100.43668122271,,,,
Baringo,2020,2020-11-01,Clinically confirmed,512,687000,,,,,,,,,745.269286754003,,,,
Baringo,2020,2020-11-01,Lab confirmed,1754,687000,,,,,,,,,2553.12954876274,,,,
Baringo,2020,2020-12-01,Clinically confirmed,365,687000,,,,,,,,,531.295487627365,,,,
Baringo,2020,2020-12-01,Lab confirmed,774,687000,,,,,,,,,1126.63755458515,,,,
Baringo,2021,2021-01-01,Clinically confirmed,312,702000,,,,,,,,,444.444444444444,,,,
Baringo,2021,2021-01-01,Lab confirmed,857,702000,,,,,,,,,1220.79772079772,,,,
Baringo,2021,2021-02-01,Clinically confirmed,453,702000,,,,,,,,,645.299145299145,,,,
Baringo,2021,2021-02-01,Lab confirmed,1133,702000,,,,,,,,,1613.96011396011,,,,
Baringo,2021,2021-03-01,Clinically confirmed,413,702000,,,,,,,,,588.319088319088,,,,
Baringo,2021,2021-03-01,Lab confirmed,1609,702000,,,,,,,,,2292.02279202279,,,,
Baringo,2021,2021-04-01,Clinically confirmed,451,702000,,,,,,,,,642.450142450142,,,,
Baringo,2021,2021-04-01,Lab confirmed,1233,702000,,,,,,,,,1756.41025641026,,,,
Baringo,2021,2021-05-01,Clinically confirmed,417,702000,,,,,,,,,594.017094017094,,,,
Baringo,2021,2021-05-01,Lab confirmed,1236,702000,,,,,,,,,1760.68376068376,,,,
Baringo,2021,2021-06-01,Clinically confirmed,462,702000,,,,,,,,,658.119658119658,,,,
Baringo,2021,2021-06-01,Lab confirmed,1256,702000,,,,,,,,,1789.17378917379,,,,
Baringo,2021,2021-07-01,Clinically confirmed,411,702000,,,,,,,,,585.470085470085,,,,
Baringo,2021,2021-07-01,Lab confirmed,1429,702000,,,,,,,,,2035.61253561254,,,,
Baringo,2021,2021-08-01,Clinically confirmed,398,702000,,,,,,,,,566.951566951567,,,,
Baringo,2021,2021-08-01,Lab confirmed,1566,702000,,,,,,,,,2230.76923076923,,,,
Baringo,2021,2021-09-01,Clinically confirmed,520,702000,,,,,,,,,740.740740740741,,,,
Baringo,2021,2021-09-01,Lab confirmed,1589,702000,,,,,,,,,2263.53276353276,,,,
Baringo,2021,2021-10-01,Clinically confirmed,625,702000,,,,,,,,,890.31339031339,,,,
Baringo,2021,2021-10-01,Lab confirmed,1105,702000,,,,,,,,,1574.07407407407,,,,
Baringo,2021,2021-11-01,Clinically confirmed,372,702000,,,,,,,,,529.91452991453,,,,
Baringo,2021,2021-11-01,Lab confirmed,1166,702000,,,,,,,,,1660.96866096866,,,,
Baringo,2021,2021-12-01,Clinically confirmed,429,702000,,,,,,,,,611.111111111111,,,,
Baringo,2021,2021-12-01,Lab confirmed,1158,702000,,,,,,,,,1649.57264957265,,,,
Baringo,2022,2022-01-01,Clinically confirmed,316,718000,,,,,,,,,440.111420612813,,,,
Baringo,2022,2022-01-01,Lab confirmed,1454,718000,,,,,,,,,2025.06963788301,,,,
Baringo,2022,2022-02-01,Clinically confirmed,619,718000,,,,,,,,,862.116991643454,,,,
Baringo,2022,2022-02-01,Lab confirmed,1198,718000,,,,,,,,,1668.52367688022,,,,
Baringo,2022,2022-03-01,Clinically confirmed,331,718000,,,,,,,,,461.00278551532,,,,
Baringo,2022,2022-03-01,Lab confirmed,1147,718000,,,,,,,,,1597.4930362117,,,,
Baringo,2022,2022-04-01,Clinically confirmed,263,718000,,,,,,,,,366.295264623955,,,,
Baringo,2022,2022-04-01,Lab confirmed,867,718000,,,,,,,,,1207.5208913649,,,,
Baringo,2022,2022-05-01,Clinically confirmed,332,718000,,,,,,,,,462.395543175488,,,,
Baringo,2022,2022-05-01,Lab confirmed,901,718000,,,,,,,,,1254.87465181059,,,,
Baringo,2022,2022-06-01,Clinically confirmed,444,718000,,,,,,,,,618.384401114206,,,,
Baringo,2022,2022-06-01,Lab confirmed,1029,718000,,,,,,,,,1433.14763231198,,,,
Baringo,2022,2022-07-01,Clinically confirmed,376,718000,,,,,,,,,523.676880222841,,,,
Baringo,2022,2022-07-01,Lab confirmed,1085,718000,,,,,,,,,1511.14206128134,,,,
Baringo,2022,2022-08-01,Clinically confirmed,371,718000,,,,,,,,,516.713091922006,,,,
Baringo,2022,2022-08-01,Lab confirmed,966,718000,,,,,,,,,1345.40389972145,,,,
Baringo,2022,2022-09-01,Clinically confirmed,330,718000,,,,,,,,,459.610027855153,,,,
Baringo,2022,2022-09-01,Lab confirmed,1331,718000,,,,,,,,,1853.76044568245,,,,
Baringo,2022,2022-10-01,Clinically confirmed,405,718000,,,,,,,,,564.066852367688,,,,
Baringo,2022,2022-10-01,Lab confirmed,1307,718000,,,,,,,,,1820.33426183844,,,,
Baringo,2022,2022-11-01,Clinically confirmed,466,718000,,,,,,,,,649.025069637883,,,,
Baringo,2022,2022-11-01,Lab confirmed,1375,718000,,,,,,,,,1915.04178272981,,,,
Baringo,2022,2022-12-01,Clinically confirmed,412,718000,,,,,,,,,573.816155988858,,,,
Baringo,2022,2022-12-01,Lab confirmed,1145,718000,,,,,,,,,1594.70752089136,,,,
Bomet,2014,2014-01-01,Clinically confirmed,118,817740,,,,,,,,,144.300144300144,,,,
Bomet,2014,2014-01-01,Lab confirmed,,817740,,,,,,,,,,,,,
Bomet,2014,2014-02-01,Clinically confirmed,119,817740,,,,,,,,,145.523026878959,,,,
Bomet,2014,2014-02-01,Lab confirmed,,817740,,,,,,,,,,,,,
Bomet,2014,2014-03-01,Clinically confirmed,210,817740,,,,,,,,,256.805341551104,,,,
Bomet,2014,2014-03-01,Lab confirmed,,817740,,,,,,,,,,,,,
Bomet,2014,2014-04-01,Clinically confirmed,131,817740,,,,,,,,,160.197617824736,,,,
Bomet,2014,2014-04-01,Lab confirmed,,817740,,,,,,,,,,,,,
Bomet,2014,2014-05-01,Clinically confirmed,127,817740,,,,,,,,,155.306087509477,,,,
Bomet,2014,2014-05-01,Lab confirmed,,817740,,,,,,,,,,,,,
Bomet,2014,2014-06-01,Clinically confirmed,118,817740,,,,,,,,,144.300144300144,,,,
Bomet,2014,2014-06-01,Lab confirmed,,817740,,,,,,,,,,,,,
Bomet,2014,2014-07-01,Clinically confirmed,243,817740,,,,,,,,,297.160466651992,,,,
Bomet,2014,2014-07-01,Lab confirmed,,817740,,,,,,,,,,,,,
Bomet,2014,2014-08-01,Clinically confirmed,254,817740,,,,,,,,,310.612175018955,,,,
Bomet,2014,2014-08-01,Lab confirmed,,817740,,,,,,,,,,,,,
Bomet,2014,2014-09-01,Clinically confirmed,219,817740,,,,,,,,,267.811284760437,,,,
Bomet,2014,2014-09-01,Lab confirmed,,817740,,,,,,,,,,,,,
Bomet,2014,2014-10-01,Clinically confirmed,325,817740,,,,,,,,,397.436838114804,,,,
Bomet,2014,2014-10-01,Lab confirmed,,817740,,,,,,,,,,,,,
Bomet,2014,2014-11-01,Clinically confirmed,149,817740,,,,,,,,,182.209504243403,,,,
Bomet,2014,2014-11-01,Lab confirmed,,817740,,,,,,,,,,,,,
Bomet,2014,2014-12-01,Clinically confirmed,98,817740,,,,,,,,,119.842492723849,,,,
Bomet,2014,2014-12-01,Lab confirmed,,817740,,,,,,,,,,,,,
Bomet,2015,2015-01-01,Clinically confirmed,93,829015,,,,,,,,,112.181323618994,,,,
Bomet,2015,2015-01-01,Lab confirmed,183,829015,,,,,,,,,220.743894863181,,,,
Bomet,2015,2015-02-01,Clinically confirmed,163,829015,,,,,,,,,196.618879031139,,,,
Bomet,2015,2015-02-01,Lab confirmed,174,829015,,,,,,,,,209.887637738762,,,,
Bomet,2015,2015-03-01,Clinically confirmed,304,829015,,,,,,,,,366.700240647033,,,,
Bomet,2015,2015-03-01,Lab confirmed,526,829015,,,,,,,,,634.487916382695,,,,
Bomet,2015,2015-04-01,Clinically confirmed,253,829015,,,,,,,,,305.181450275327,,,,
Bomet,2015,2015-04-01,Lab confirmed,208,829015,,,,,,,,,250.900164653233,,,,
Bomet,2015,2015-05-01,Clinically confirmed,308,829015,,,,,,,,,371.525243813441,,,,
Bomet,2015,2015-05-01,Lab confirmed,311,829015,,,,,,,,,375.143996188248,,,,
Bomet,2015,2015-06-01,Clinically confirmed,645,829015,,,,,,,,,778.031760583343,,,,
Bomet,2015,2015-06-01,Lab confirmed,422,829015,,,,,,,,,509.037834056079,,,,
Bomet,2015,2015-07-01,Clinically confirmed,191,829015,,,,,,,,,230.393901195998,,,,
Bomet,2015,2015-07-01,Lab confirmed,664,829015,,,,,,,,,800.950525623783,,,,
Bomet,2015,2015-08-01,Clinically confirmed,141,829015,,,,,,,,,170.081361615894,,,,
Bomet,2015,2015-08-01,Lab confirmed,716,829015,,,,,,,,,863.675566787091,,,,
Bomet,2015,2015-09-01,Clinically confirmed,140,829015,,,,,,,,,168.875110824292,,,,
Bomet,2015,2015-09-01,Lab confirmed,494,829015,,,,,,,,,595.887891051429,,,,
Bomet,2015,2015-10-01,Clinically confirmed,241,829015,,,,,,,,,290.706440776102,,,,
Bomet,2015,2015-10-01,Lab confirmed,652,829015,,,,,,,,,786.475516124558,,,,
Bomet,2015,2015-11-01,Clinically confirmed,87,829015,,,,,,,,,104.943818869381,,,,
Bomet,2015,2015-11-01,Lab confirmed,717,829015,,,,,,,,,864.881817578693,,,,
Bomet,2015,2015-12-01,Clinically confirmed,165,829015,,,,,,,,,199.031380614344,,,,
Bomet,2015,2015-12-01,Lab confirmed,608,829015,,,,,,,,,733.400481294066,,,,
Bomet,2016,2016-01-01,Clinically confirmed,105,840445,,,,,,,,,124.93381482429,,,,
Bomet,2016,2016-01-01,Lab confirmed,950,840445,,,,,,,,,1130.35356269595,,,,
Bomet,2016,2016-02-01,Clinically confirmed,122,840445,,,,,,,,,145.16119436727,,,,
Bomet,2016,2016-02-01,Lab confirmed,1197,840445,,,,,,,,,1424.2454889969,,,,
Bomet,2016,2016-03-01,Clinically confirmed,87,840445,,,,,,,,,103.51658942584,,,,
Bomet,2016,2016-03-01,Lab confirmed,842,840445,,,,,,,,,1001.85021030525,,,,
Bomet,2016,2016-04-01,Clinically confirmed,166,840445,,,,,,,,,197.514412007924,,,,
Bomet,2016,2016-04-01,Lab confirmed,964,840445,,,,,,,,,1147.01140467252,,,,
Bomet,2016,2016-05-01,Clinically confirmed,113,840445,,,,,,,,,134.452581668045,,,,
Bomet,2016,2016-05-01,Lab confirmed,1000,840445,,,,,,,,,1189.84585546942,,,,
Bomet,2016,2016-06-01,Clinically confirmed,174,840445,,,,,,,,,207.03317885168,,,,
Bomet,2016,2016-06-01,Lab confirmed,964,840445,,,,,,,,,1147.01140467252,,,,
Bomet,2016,2016-07-01,Clinically confirmed,172,840445,,,,,,,,,204.653487140741,,,,
Bomet,2016,2016-07-01,Lab confirmed,1163,840445,,,,,,,,,1383.79072991094,,,,
Bomet,2016,2016-08-01,Clinically confirmed,178,840445,,,,,,,,,211.792562273557,,,,
Bomet,2016,2016-08-01,Lab confirmed,1079,840445,,,,,,,,,1283.84367805151,,,,
Bomet,2016,2016-09-01,Clinically confirmed,156,840445,,,,,,,,,185.61595345323,,,,
Bomet,2016,2016-09-01,Lab confirmed,1224,840445,,,,,,,,,1456.37132709457,,,,
Bomet,2016,2016-10-01,Clinically confirmed,97,840445,,,,,,,,,115.415047980534,,,,
Bomet,2016,2016-10-01,Lab confirmed,968,840445,,,,,,,,,1151.7707880944,,,,
Bomet,2016,2016-11-01,Clinically confirmed,106,840445,,,,,,,,,126.123660679759,,,,
Bomet,2016,2016-11-01,Lab confirmed,469,840445,,,,,,,,,558.03770621516,,,,
Bomet,2016,2016-12-01,Clinically confirmed,96,840445,,,,,,,,,114.225202125065,,,,
Bomet,2016,2016-12-01,Lab confirmed,572,840445,,,,,,,,,680.591829328511,,,,
Bomet,2017,2017-01-01,Clinically confirmed,79,852033,,,,,,,,,92.7194134499485,,,,
Bomet,2017,2017-01-01,Lab confirmed,592,852033,,,,,,,,,694.808769143918,,,,
Bomet,2017,2017-02-01,Clinically confirmed,127,852033,,,,,,,,,149.055259596753,,,,
