periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Brucellosis,MOH 705A Rev 2020_ Rift valley fever,MOH 705A Rev 2020_ Suspected anthrax,MOH 706_Brucella
202101,Jan-21,202101,,vvOK1BxTbet,Baringo County,KE_County_30,,312,,,857
202101,Jan-21,202101,,HMNARUV2CW4,Bomet County,KE_County_36,,97,,,469
202101,Jan-21,202101,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,852,,,2345
202101,Jan-21,202101,,Tvf1zgVZ0K4,Busia County,KE_County_40,,78,1,,956
202101,Jan-21,202101,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,337,,,1224
202101,Jan-21,202101,,PFu8alU2KWG,Embu County,KE_County_14,,55,,,560
202101,Jan-21,202101,,uyOrcHZBpW0,Garissa County,KE_County_7,,81,,,631
202101,Jan-21,202101,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,74,,,751
202101,Jan-21,202101,,bzOfj0iwfDH,Isiolo County,KE_County_11,,159,,,420
202101,Jan-21,202101,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,134,,2,891
202101,Jan-21,202101,,BjC1xL40gHo,Kakamega County,KE_County_37,,158,,,629
202101,Jan-21,202101,,ihZsJ8alvtb,Kericho County,KE_County_35,,103,,,676
202101,Jan-21,202101,,qKzosKQPl6G,Kiambu County,KE_County_22,,76,,5,477
202101,Jan-21,202101,,nrI2khZx3d0,Kilifi County,KE_County_3,,17,,,78
202101,Jan-21,202101,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,5,,,216
202101,Jan-21,202101,,sPkRcDvhGWA,Kisii County,KE_County_45,,468,,,2577
202101,Jan-21,202101,,tAbBVBbueqD,Kisumu County,KE_County_42,,77,,2,489
202101,Jan-21,202101,,j8o6iO4Njsi,Kitui County,KE_County_15,,208,,,786
202101,Jan-21,202101,,N7YETT3A9r1,Kwale County,KE_County_2,,,,,
202101,Jan-21,202101,,xuFdFy6t9AH,Laikipia County,KE_County_31,,204,1,,237
202101,Jan-21,202101,,NjWSbQTwys4,Lamu County,KE_County_5,,1,,,15
202101,Jan-21,202101,,yhCUgGcCcOo,Machakos County,KE_County_16,,178,,,428
202101,Jan-21,202101,,BoDytkJQ4Qi,Makueni County,KE_County_17,,22,,,399
202101,Jan-21,202101,,R6f9znhg37c,Mandera County,KE_County_9,,35,,,281
202101,Jan-21,202101,,Eey8fT4Im3y,Marsabit County,KE_County_10,,199,,,566
202101,Jan-21,202101,,Y52XNJ50hYb,Meru County,KE_County_12,,75,,,568
202101,Jan-21,202101,,fVra3Pwta0Q,Migori County,KE_County_44,,293,,,1465
202101,Jan-21,202101,,wsBsC6gjHvn,Mombasa County,KE_County_1,,5,,,27
202101,Jan-21,202101,,ahwTMNAJvrL,Muranga County,KE_County_21,,15,,229,117
202101,Jan-21,202101,,jkG3zaihdSs,Nairobi County,KE_County_47,,230,,18,797
202101,Jan-21,202101,,ob6SxuRcqU4,Nakuru County,KE_County_32,,610,,,2829
202101,Jan-21,202101,,t0J75eHKxz5,Nandi County,KE_County_29,,430,,,805
202101,Jan-21,202101,,kqJ83J2D72s,Narok County,KE_County_33,,497,,24,1975
202101,Jan-21,202101,,uepLTG8wGWJ,Nyamira County,KE_County_46,,150,,,650
202101,Jan-21,202101,,mYZacFNIB3h,Nyandarua County,KE_County_18,,126,,,526
202101,Jan-21,202101,,ptWVfaCIdVx,Nyeri County,KE_County_19,,6,,,82
202101,Jan-21,202101,,o36zCRjSd4G,Samburu County,KE_County_25,,86,,,310
202101,Jan-21,202101,,u4t9H8XyU9P,Siaya County,KE_County_41,,65,,46,192
202101,Jan-21,202101,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,24,,,85
202101,Jan-21,202101,,JsH2bnvNt2d,Tana River County,KE_County_4,,32,,1,151
202101,Jan-21,202101,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,176,,,813
202101,Jan-21,202101,,mThvosEflAU,Trans Nzoia County,KE_County_26,,341,,,1583
202101,Jan-21,202101,,kphDeKClFch,Turkana County,KE_County_23,,250,,,960
202101,Jan-21,202101,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,242,,,1468
202101,Jan-21,202101,,sANMZ3lpqGs,Vihiga County,KE_County_38,,20,,,252
202101,Jan-21,202101,,CeLsrJOH0g9,Wajir County,KE_County_8,,26,,,195
202101,Jan-21,202101,,XWALbfAPa6n,West Pokot County,KE_County_24,,475,,,3038
202102,Feb-21,202102,,vvOK1BxTbet,Baringo County,KE_County_30,,453,,,1133
202102,Feb-21,202102,,HMNARUV2CW4,Bomet County,KE_County_36,,106,,2,712
202102,Feb-21,202102,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,800,,,2854
202102,Feb-21,202102,,Tvf1zgVZ0K4,Busia County,KE_County_40,,50,,,468
202102,Feb-21,202102,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,640,,,1773
202102,Feb-21,202102,,PFu8alU2KWG,Embu County,KE_County_14,,61,,,712
202102,Feb-21,202102,,uyOrcHZBpW0,Garissa County,KE_County_7,,60,,,855
202102,Feb-21,202102,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,117,,,752
202102,Feb-21,202102,,bzOfj0iwfDH,Isiolo County,KE_County_11,,94,2,4,664
202102,Feb-21,202102,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,187,,,675
202102,Feb-21,202102,,BjC1xL40gHo,Kakamega County,KE_County_37,,154,,,620
202102,Feb-21,202102,,ihZsJ8alvtb,Kericho County,KE_County_35,,282,,,1163
202102,Feb-21,202102,,qKzosKQPl6G,Kiambu County,KE_County_22,,70,,,582
202102,Feb-21,202102,,nrI2khZx3d0,Kilifi County,KE_County_3,,14,,,98
202102,Feb-21,202102,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,7,,,251
202102,Feb-21,202102,,sPkRcDvhGWA,Kisii County,KE_County_45,,802,,,2473
202102,Feb-21,202102,,tAbBVBbueqD,Kisumu County,KE_County_42,,119,,,646
202102,Feb-21,202102,,j8o6iO4Njsi,Kitui County,KE_County_15,,127,,,674
202102,Feb-21,202102,,N7YETT3A9r1,Kwale County,KE_County_2,,75,,,26
202102,Feb-21,202102,,xuFdFy6t9AH,Laikipia County,KE_County_31,,101,,,275
202102,Feb-21,202102,,NjWSbQTwys4,Lamu County,KE_County_5,,10,,,26
202102,Feb-21,202102,,yhCUgGcCcOo,Machakos County,KE_County_16,,122,,,409
202102,Feb-21,202102,,BoDytkJQ4Qi,Makueni County,KE_County_17,,81,,,278
202102,Feb-21,202102,,R6f9znhg37c,Mandera County,KE_County_9,,105,,,353
202102,Feb-21,202102,,Eey8fT4Im3y,Marsabit County,KE_County_10,,289,,,535
202102,Feb-21,202102,,Y52XNJ50hYb,Meru County,KE_County_12,,105,1,,457
202102,Feb-21,202102,,fVra3Pwta0Q,Migori County,KE_County_44,,289,,,1947
202102,Feb-21,202102,,wsBsC6gjHvn,Mombasa County,KE_County_1,,1,,,41
202102,Feb-21,202102,,ahwTMNAJvrL,Muranga County,KE_County_21,,26,,12,97
202102,Feb-21,202102,,jkG3zaihdSs,Nairobi County,KE_County_47,,322,,102,1122
202102,Feb-21,202102,,ob6SxuRcqU4,Nakuru County,KE_County_32,,685,,,2903
202102,Feb-21,202102,,t0J75eHKxz5,Nandi County,KE_County_29,,686,,4,1331
202102,Feb-21,202102,,kqJ83J2D72s,Narok County,KE_County_33,,443,,1,1808
202102,Feb-21,202102,,uepLTG8wGWJ,Nyamira County,KE_County_46,,157,,,698
202102,Feb-21,202102,,mYZacFNIB3h,Nyandarua County,KE_County_18,,167,,,572
202102,Feb-21,202102,,ptWVfaCIdVx,Nyeri County,KE_County_19,,8,,,71
202102,Feb-21,202102,,o36zCRjSd4G,Samburu County,KE_County_25,,85,,,592
202102,Feb-21,202102,,u4t9H8XyU9P,Siaya County,KE_County_41,,46,1,,244
202102,Feb-21,202102,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,7,,,45
202102,Feb-21,202102,,JsH2bnvNt2d,Tana River County,KE_County_4,,22,,,90
202102,Feb-21,202102,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,113,,,651
202102,Feb-21,202102,,mThvosEflAU,Trans Nzoia County,KE_County_26,,299,,,1792
202102,Feb-21,202102,,kphDeKClFch,Turkana County,KE_County_23,,237,,,854
202102,Feb-21,202102,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,2637,,,1812
202102,Feb-21,202102,,sANMZ3lpqGs,Vihiga County,KE_County_38,,40,,,363
202102,Feb-21,202102,,CeLsrJOH0g9,Wajir County,KE_County_8,,26,,,555
202102,Feb-21,202102,,XWALbfAPa6n,West Pokot County,KE_County_24,,520,,24,3126
202103,Mar-21,202103,,vvOK1BxTbet,Baringo County,KE_County_30,,413,,,1609
202103,Mar-21,202103,,HMNARUV2CW4,Bomet County,KE_County_36,,151,,,710
202103,Mar-21,202103,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,1067,,,4036
202103,Mar-21,202103,,Tvf1zgVZ0K4,Busia County,KE_County_40,,66,,11,479
202103,Mar-21,202103,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,575,,,1571
202103,Mar-21,202103,,PFu8alU2KWG,Embu County,KE_County_14,,74,,2,734
202103,Mar-21,202103,,uyOrcHZBpW0,Garissa County,KE_County_7,,157,,,746
202103,Mar-21,202103,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,173,5,1,876
202103,Mar-21,202103,,bzOfj0iwfDH,Isiolo County,KE_County_11,,1046,1,,952
202103,Mar-21,202103,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,198,,51,1512
202103,Mar-21,202103,,BjC1xL40gHo,Kakamega County,KE_County_37,,206,,,663
202103,Mar-21,202103,,ihZsJ8alvtb,Kericho County,KE_County_35,,476,,,2269
202103,Mar-21,202103,,qKzosKQPl6G,Kiambu County,KE_County_22,,63,,,647
202103,Mar-21,202103,,nrI2khZx3d0,Kilifi County,KE_County_3,,38,,108,206
202103,Mar-21,202103,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,8,,,277
202103,Mar-21,202103,,sPkRcDvhGWA,Kisii County,KE_County_45,,849,,,3626
202103,Mar-21,202103,,tAbBVBbueqD,Kisumu County,KE_County_42,,79,,,887
202103,Mar-21,202103,,j8o6iO4Njsi,Kitui County,KE_County_15,,131,,,1192
202103,Mar-21,202103,,N7YETT3A9r1,Kwale County,KE_County_2,,52,,,22
202103,Mar-21,202103,,xuFdFy6t9AH,Laikipia County,KE_County_31,,97,,6,278
202103,Mar-21,202103,,NjWSbQTwys4,Lamu County,KE_County_5,,2,,,9
202103,Mar-21,202103,,yhCUgGcCcOo,Machakos County,KE_County_16,,129,,,376
202103,Mar-21,202103,,BoDytkJQ4Qi,Makueni County,KE_County_17,,26,,,272
202103,Mar-21,202103,,R6f9znhg37c,Mandera County,KE_County_9,,140,,,474
202103,Mar-21,202103,,Eey8fT4Im3y,Marsabit County,KE_County_10,,345,,,359
202103,Mar-21,202103,,Y52XNJ50hYb,Meru County,KE_County_12,,58,,,332
202103,Mar-21,202103,,fVra3Pwta0Q,Migori County,KE_County_44,,308,,,2078
202103,Mar-21,202103,,wsBsC6gjHvn,Mombasa County,KE_County_1,,7,,83,593
202103,Mar-21,202103,,ahwTMNAJvrL,Muranga County,KE_County_21,,10,1,,158
202103,Mar-21,202103,,jkG3zaihdSs,Nairobi County,KE_County_47,,392,,837,947
202103,Mar-21,202103,,ob6SxuRcqU4,Nakuru County,KE_County_32,,795,,,3133
202103,Mar-21,202103,,t0J75eHKxz5,Nandi County,KE_County_29,,689,,4,1747
202103,Mar-21,202103,,kqJ83J2D72s,Narok County,KE_County_33,,585,,11,1683
202103,Mar-21,202103,,uepLTG8wGWJ,Nyamira County,KE_County_46,,268,,,1009
202103,Mar-21,202103,,mYZacFNIB3h,Nyandarua County,KE_County_18,,177,,,753
202103,Mar-21,202103,,ptWVfaCIdVx,Nyeri County,KE_County_19,,9,,,124
202103,Mar-21,202103,,o36zCRjSd4G,Samburu County,KE_County_25,,69,,,858
202103,Mar-21,202103,,u4t9H8XyU9P,Siaya County,KE_County_41,,61,,,209
202103,Mar-21,202103,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,12,,,177
202103,Mar-21,202103,,JsH2bnvNt2d,Tana River County,KE_County_4,,15,,,76
202103,Mar-21,202103,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,244,,6,910
202103,Mar-21,202103,,mThvosEflAU,Trans Nzoia County,KE_County_26,,633,,,2098
202103,Mar-21,202103,,kphDeKClFch,Turkana County,KE_County_23,,298,1,,940
202103,Mar-21,202103,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,500,,,2183
202103,Mar-21,202103,,sANMZ3lpqGs,Vihiga County,KE_County_38,,73,,4,441
202103,Mar-21,202103,,CeLsrJOH0g9,Wajir County,KE_County_8,,27,,,650
202103,Mar-21,202103,,XWALbfAPa6n,West Pokot County,KE_County_24,,527,,,2637
202104,Apr-21,202104,,vvOK1BxTbet,Baringo County,KE_County_30,,451,,,1233
202104,Apr-21,202104,,HMNARUV2CW4,Bomet County,KE_County_36,,158,,,942
202104,Apr-21,202104,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,713,,1,3943
202104,Apr-21,202104,,Tvf1zgVZ0K4,Busia County,KE_County_40,,52,,,676
202104,Apr-21,202104,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,4759,,,1203
202104,Apr-21,202104,,PFu8alU2KWG,Embu County,KE_County_14,,55,,,559
202104,Apr-21,202104,,uyOrcHZBpW0,Garissa County,KE_County_7,,60,,,751
202104,Apr-21,202104,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,239,,,915
202104,Apr-21,202104,,bzOfj0iwfDH,Isiolo County,KE_County_11,,113,1,,812
202104,Apr-21,202104,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,300,,,926
202104,Apr-21,202104,,BjC1xL40gHo,Kakamega County,KE_County_37,,186,,,674
202104,Apr-21,202104,,ihZsJ8alvtb,Kericho County,KE_County_35,,378,,,1911
202104,Apr-21,202104,,qKzosKQPl6G,Kiambu County,KE_County_22,,43,,,590
202104,Apr-21,202104,,nrI2khZx3d0,Kilifi County,KE_County_3,,15,,1,50
202104,Apr-21,202104,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,12,,,185
202104,Apr-21,202104,,sPkRcDvhGWA,Kisii County,KE_County_45,,742,,,3475
202104,Apr-21,202104,,tAbBVBbueqD,Kisumu County,KE_County_42,,91,,,826
202104,Apr-21,202104,,j8o6iO4Njsi,Kitui County,KE_County_15,,186,,,1024
202104,Apr-21,202104,,N7YETT3A9r1,Kwale County,KE_County_2,,1,,,12
202104,Apr-21,202104,,xuFdFy6t9AH,Laikipia County,KE_County_31,,61,,,347
202104,Apr-21,202104,,NjWSbQTwys4,Lamu County,KE_County_5,,1,,,
202104,Apr-21,202104,,yhCUgGcCcOo,Machakos County,KE_County_16,,58,,,427
202104,Apr-21,202104,,BoDytkJQ4Qi,Makueni County,KE_County_17,,71,,78,387
202104,Apr-21,202104,,R6f9znhg37c,Mandera County,KE_County_9,,83,,8,402
202104,Apr-21,202104,,Eey8fT4Im3y,Marsabit County,KE_County_10,,266,,,419
202104,Apr-21,202104,,Y52XNJ50hYb,Meru County,KE_County_12,,52,,,282
202104,Apr-21,202104,,fVra3Pwta0Q,Migori County,KE_County_44,,378,,6,1408
202104,Apr-21,202104,,wsBsC6gjHvn,Mombasa County,KE_County_1,,5,,5,17
202104,Apr-21,202104,,ahwTMNAJvrL,Muranga County,KE_County_21,,15,,,100
202104,Apr-21,202104,,jkG3zaihdSs,Nairobi County,KE_County_47,,316,,66,716
202104,Apr-21,202104,,ob6SxuRcqU4,Nakuru County,KE_County_32,,683,,,2602
202104,Apr-21,202104,,t0J75eHKxz5,Nandi County,KE_County_29,,577,,12,1221
202104,Apr-21,202104,,kqJ83J2D72s,Narok County,KE_County_33,,274,1,,1648
202104,Apr-21,202104,,uepLTG8wGWJ,Nyamira County,KE_County_46,,276,,,981
202104,Apr-21,202104,,mYZacFNIB3h,Nyandarua County,KE_County_18,,155,,,571
202104,Apr-21,202104,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1,,,141
202104,Apr-21,202104,,o36zCRjSd4G,Samburu County,KE_County_25,,95,,,437
202104,Apr-21,202104,,u4t9H8XyU9P,Siaya County,KE_County_41,,60,,,237
202104,Apr-21,202104,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,13,,,66
202104,Apr-21,202104,,JsH2bnvNt2d,Tana River County,KE_County_4,,6,,,27
202104,Apr-21,202104,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,163,,,589
202104,Apr-21,202104,,mThvosEflAU,Trans Nzoia County,KE_County_26,,581,,,2336
202104,Apr-21,202104,,kphDeKClFch,Turkana County,KE_County_23,,228,,,857
202104,Apr-21,202104,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,479,,,2018
202104,Apr-21,202104,,sANMZ3lpqGs,Vihiga County,KE_County_38,,65,,1,373
202104,Apr-21,202104,,CeLsrJOH0g9,Wajir County,KE_County_8,,19,,,573
202104,Apr-21,202104,,XWALbfAPa6n,West Pokot County,KE_County_24,,585,,,2582
202105,May-21,202105,,vvOK1BxTbet,Baringo County,KE_County_30,,417,,,1236
202105,May-21,202105,,HMNARUV2CW4,Bomet County,KE_County_36,,130,,2,808
202105,May-21,202105,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,1021,,,4630
202105,May-21,202105,,Tvf1zgVZ0K4,Busia County,KE_County_40,,71,,,505
202105,May-21,202105,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,499,,,1429
202105,May-21,202105,,PFu8alU2KWG,Embu County,KE_County_14,,65,,,536
202105,May-21,202105,,uyOrcHZBpW0,Garissa County,KE_County_7,,54,,,527
202105,May-21,202105,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,230,,11,1138
202105,May-21,202105,,bzOfj0iwfDH,Isiolo County,KE_County_11,,144,,,674
202105,May-21,202105,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,270,,,834
202105,May-21,202105,,BjC1xL40gHo,Kakamega County,KE_County_37,,159,,,802
202105,May-21,202105,,ihZsJ8alvtb,Kericho County,KE_County_35,,348,,,1719
202105,May-21,202105,,qKzosKQPl6G,Kiambu County,KE_County_22,,73,,,434
202105,May-21,202105,,nrI2khZx3d0,Kilifi County,KE_County_3,,29,,1,128
202105,May-21,202105,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,4,,,125
202105,May-21,202105,,sPkRcDvhGWA,Kisii County,KE_County_45,,541,,,3447
202105,May-21,202105,,tAbBVBbueqD,Kisumu County,KE_County_42,,178,,550,748
202105,May-21,202105,,j8o6iO4Njsi,Kitui County,KE_County_15,,206,,,729
202105,May-21,202105,,N7YETT3A9r1,Kwale County,KE_County_2,,116,,,16
202105,May-21,202105,,xuFdFy6t9AH,Laikipia County,KE_County_31,,111,,,224
202105,May-21,202105,,NjWSbQTwys4,Lamu County,KE_County_5,,2,,,12
202105,May-21,202105,,yhCUgGcCcOo,Machakos County,KE_County_16,,71,,,300
202105,May-21,202105,,BoDytkJQ4Qi,Makueni County,KE_County_17,,27,,,279
202105,May-21,202105,,R6f9znhg37c,Mandera County,KE_County_9,,45,,1,296
202105,May-21,202105,,Eey8fT4Im3y,Marsabit County,KE_County_10,,299,,,469
202105,May-21,202105,,Y52XNJ50hYb,Meru County,KE_County_12,,96,,33,98
202105,May-21,202105,,fVra3Pwta0Q,Migori County,KE_County_44,,373,,,2243
202105,May-21,202105,,wsBsC6gjHvn,Mombasa County,KE_County_1,,1,,2,24
202105,May-21,202105,,ahwTMNAJvrL,Muranga County,KE_County_21,,4,,7,91
202105,May-21,202105,,jkG3zaihdSs,Nairobi County,KE_County_47,,193,,,806
202105,May-21,202105,,ob6SxuRcqU4,Nakuru County,KE_County_32,,647,5,,2419
202105,May-21,202105,,t0J75eHKxz5,Nandi County,KE_County_29,,456,,3,1230
202105,May-21,202105,,kqJ83J2D72s,Narok County,KE_County_33,,633,,,1652
202105,May-21,202105,,uepLTG8wGWJ,Nyamira County,KE_County_46,,282,,,600
202105,May-21,202105,,mYZacFNIB3h,Nyandarua County,KE_County_18,,113,,,533
202105,May-21,202105,,ptWVfaCIdVx,Nyeri County,KE_County_19,,12,,,97
202105,May-21,202105,,o36zCRjSd4G,Samburu County,KE_County_25,,76,,,310
202105,May-21,202105,,u4t9H8XyU9P,Siaya County,KE_County_41,,68,,,455
202105,May-21,202105,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,3,,,59
202105,May-21,202105,,JsH2bnvNt2d,Tana River County,KE_County_4,,19,,,72
202105,May-21,202105,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,137,,,642
202105,May-21,202105,,mThvosEflAU,Trans Nzoia County,KE_County_26,,531,,,2445
202105,May-21,202105,,kphDeKClFch,Turkana County,KE_County_23,,287,3,1,915
202105,May-21,202105,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,371,,,1618
202105,May-21,202105,,sANMZ3lpqGs,Vihiga County,KE_County_38,,40,,,557
202105,May-21,202105,,CeLsrJOH0g9,Wajir County,KE_County_8,,51,,,334
202105,May-21,202105,,XWALbfAPa6n,West Pokot County,KE_County_24,,659,,,2896
202106,Jun-21,202106,,vvOK1BxTbet,Baringo County,KE_County_30,,462,,,1256
202106,Jun-21,202106,,HMNARUV2CW4,Bomet County,KE_County_36,,98,,,1109
202106,Jun-21,202106,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,771,,,4423
202106,Jun-21,202106,,Tvf1zgVZ0K4,Busia County,KE_County_40,,88,,,557
202106,Jun-21,202106,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,640,,,1553
202106,Jun-21,202106,,PFu8alU2KWG,Embu County,KE_County_14,,35,,,773
202106,Jun-21,202106,,uyOrcHZBpW0,Garissa County,KE_County_7,,121,,,637
202106,Jun-21,202106,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,195,,,796
202106,Jun-21,202106,,bzOfj0iwfDH,Isiolo County,KE_County_11,,108,,,789
202106,Jun-21,202106,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,248,,,968
202106,Jun-21,202106,,BjC1xL40gHo,Kakamega County,KE_County_37,,205,,,743
202106,Jun-21,202106,,ihZsJ8alvtb,Kericho County,KE_County_35,,397,,,1852
202106,Jun-21,202106,,qKzosKQPl6G,Kiambu County,KE_County_22,,60,,,617
202106,Jun-21,202106,,nrI2khZx3d0,Kilifi County,KE_County_3,,32,,,63
202106,Jun-21,202106,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,19,,2,111
202106,Jun-21,202106,,sPkRcDvhGWA,Kisii County,KE_County_45,,765,,,3291
202106,Jun-21,202106,,tAbBVBbueqD,Kisumu County,KE_County_42,,60,,17,897
202106,Jun-21,202106,,j8o6iO4Njsi,Kitui County,KE_County_15,,178,,,665
202106,Jun-21,202106,,N7YETT3A9r1,Kwale County,KE_County_2,,126,,,22
202106,Jun-21,202106,,xuFdFy6t9AH,Laikipia County,KE_County_31,,125,,,116
202106,Jun-21,202106,,NjWSbQTwys4,Lamu County,KE_County_5,,2,,,9
202106,Jun-21,202106,,yhCUgGcCcOo,Machakos County,KE_County_16,,91,,1,428
202106,Jun-21,202106,,BoDytkJQ4Qi,Makueni County,KE_County_17,,9,,,225
202106,Jun-21,202106,,R6f9znhg37c,Mandera County,KE_County_9,,104,,,352
202106,Jun-21,202106,,Eey8fT4Im3y,Marsabit County,KE_County_10,,238,,,441
202106,Jun-21,202106,,Y52XNJ50hYb,Meru County,KE_County_12,,77,,56,153
202106,Jun-21,202106,,fVra3Pwta0Q,Migori County,KE_County_44,,405,,,1599
202106,Jun-21,202106,,wsBsC6gjHvn,Mombasa County,KE_County_1,,9,,2,328
202106,Jun-21,202106,,ahwTMNAJvrL,Muranga County,KE_County_21,,21,,,65
202106,Jun-21,202106,,jkG3zaihdSs,Nairobi County,KE_County_47,,213,,3,1107
202106,Jun-21,202106,,ob6SxuRcqU4,Nakuru County,KE_County_32,,830,,,2753
202106,Jun-21,202106,,t0J75eHKxz5,Nandi County,KE_County_29,,642,,,1580
202106,Jun-21,202106,,kqJ83J2D72s,Narok County,KE_County_33,,705,,4,1898
202106,Jun-21,202106,,uepLTG8wGWJ,Nyamira County,KE_County_46,,226,,,777
202106,Jun-21,202106,,mYZacFNIB3h,Nyandarua County,KE_County_18,,96,,,659
202106,Jun-21,202106,,ptWVfaCIdVx,Nyeri County,KE_County_19,,17,6,20,68
202106,Jun-21,202106,,o36zCRjSd4G,Samburu County,KE_County_25,,67,,,399
202106,Jun-21,202106,,u4t9H8XyU9P,Siaya County,KE_County_41,,91,,3,382
202106,Jun-21,202106,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,4,,,72
202106,Jun-21,202106,,JsH2bnvNt2d,Tana River County,KE_County_4,,6,,2,39
202106,Jun-21,202106,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,179,,,676
202106,Jun-21,202106,,mThvosEflAU,Trans Nzoia County,KE_County_26,,561,,,2673
202106,Jun-21,202106,,kphDeKClFch,Turkana County,KE_County_23,,238,,,1058
202106,Jun-21,202106,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,513,,,1802
202106,Jun-21,202106,,sANMZ3lpqGs,Vihiga County,KE_County_38,,55,,,421
202106,Jun-21,202106,,CeLsrJOH0g9,Wajir County,KE_County_8,,25,,,474
202106,Jun-21,202106,,XWALbfAPa6n,West Pokot County,KE_County_24,,586,,,3509
202107,Jul-21,202107,,vvOK1BxTbet,Baringo County,KE_County_30,,411,,,1429
202107,Jul-21,202107,,HMNARUV2CW4,Bomet County,KE_County_36,,377,,2,700
202107,Jul-21,202107,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,789,,,3745
202107,Jul-21,202107,,Tvf1zgVZ0K4,Busia County,KE_County_40,,95,,,513
202107,Jul-21,202107,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,377,,,1462
202107,Jul-21,202107,,PFu8alU2KWG,Embu County,KE_County_14,,36,,,475
202107,Jul-21,202107,,uyOrcHZBpW0,Garissa County,KE_County_7,,74,,,451
202107,Jul-21,202107,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,208,,2,1023
202107,Jul-21,202107,,bzOfj0iwfDH,Isiolo County,KE_County_11,,153,,,478
202107,Jul-21,202107,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,251,,,927
202107,Jul-21,202107,,BjC1xL40gHo,Kakamega County,KE_County_37,,176,,,756
202107,Jul-21,202107,,ihZsJ8alvtb,Kericho County,KE_County_35,,301,,,1440
202107,Jul-21,202107,,qKzosKQPl6G,Kiambu County,KE_County_22,,56,1,,669
202107,Jul-21,202107,,nrI2khZx3d0,Kilifi County,KE_County_3,,70,,1,75
202107,Jul-21,202107,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,3,,,73
202107,Jul-21,202107,,sPkRcDvhGWA,Kisii County,KE_County_45,,589,,,3429
202107,Jul-21,202107,,tAbBVBbueqD,Kisumu County,KE_County_42,,115,,2,965
202107,Jul-21,202107,,j8o6iO4Njsi,Kitui County,KE_County_15,,124,,,793
202107,Jul-21,202107,,N7YETT3A9r1,Kwale County,KE_County_2,,26,,,1
202107,Jul-21,202107,,xuFdFy6t9AH,Laikipia County,KE_County_31,,120,,,198
202107,Jul-21,202107,,NjWSbQTwys4,Lamu County,KE_County_5,,2,,,8
202107,Jul-21,202107,,yhCUgGcCcOo,Machakos County,KE_County_16,,104,,,435
