periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,rabies
201408,Aug-14,201408,,N7YETT3A9r1,Kwale County,KE_County_2,,
201408,Aug-14,201408,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201408,Aug-14,201408,,NjWSbQTwys4,Lamu County,KE_County_5,,
201408,Aug-14,201408,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201408,Aug-14,201408,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201408,Aug-14,201408,,R6f9znhg37c,Mandera County,KE_County_9,,
201408,Aug-14,201408,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201408,Aug-14,201408,,Y52XNJ50hYb,Meru County,KE_County_12,,
201408,Aug-14,201408,,fVra3Pwta0Q,Migori County,KE_County_44,,
201408,Aug-14,201408,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201408,Aug-14,201408,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201408,Aug-14,201408,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201408,Aug-14,201408,,ob6SxuRcqU4,Nakuru County,KE_County_32,,2
201408,Aug-14,201408,,t0J75eHKxz5,Nandi County,KE_County_29,,
201408,Aug-14,201408,,kqJ83J2D72s,Narok County,KE_County_33,,
201408,Aug-14,201408,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201408,Aug-14,201408,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201408,Aug-14,201408,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201408,Aug-14,201408,,o36zCRjSd4G,Samburu County,KE_County_25,,
201408,Aug-14,201408,,u4t9H8XyU9P,Siaya County,KE_County_41,,
201408,Aug-14,201408,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201408,Aug-14,201408,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201408,Aug-14,201408,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201408,Aug-14,201408,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201408,Aug-14,201408,,kphDeKClFch,Turkana County,KE_County_23,,
201408,Aug-14,201408,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,
201408,Aug-14,201408,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201408,Aug-14,201408,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201408,Aug-14,201408,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201409,Sep-14,201409,,vvOK1BxTbet,Baringo County,KE_County_30,,
201409,Sep-14,201409,,HMNARUV2CW4,Bomet County,KE_County_36,,
201409,Sep-14,201409,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201409,Sep-14,201409,,Tvf1zgVZ0K4,Busia County,KE_County_40,,
201409,Sep-14,201409,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201409,Sep-14,201409,,PFu8alU2KWG,Embu County,KE_County_14,,
201409,Sep-14,201409,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201409,Sep-14,201409,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201409,Sep-14,201409,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201409,Sep-14,201409,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201409,Sep-14,201409,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201409,Sep-14,201409,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201409,Sep-14,201409,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201409,Sep-14,201409,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201409,Sep-14,201409,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201409,Sep-14,201409,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201409,Sep-14,201409,,tAbBVBbueqD,Kisumu County,KE_County_42,,
201409,Sep-14,201409,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201409,Sep-14,201409,,N7YETT3A9r1,Kwale County,KE_County_2,,
201409,Sep-14,201409,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201409,Sep-14,201409,,NjWSbQTwys4,Lamu County,KE_County_5,,
201409,Sep-14,201409,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201409,Sep-14,201409,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201409,Sep-14,201409,,R6f9znhg37c,Mandera County,KE_County_9,,
201409,Sep-14,201409,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201409,Sep-14,201409,,Y52XNJ50hYb,Meru County,KE_County_12,,
201409,Sep-14,201409,,fVra3Pwta0Q,Migori County,KE_County_44,,
201409,Sep-14,201409,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201409,Sep-14,201409,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201409,Sep-14,201409,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201409,Sep-14,201409,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201409,Sep-14,201409,,t0J75eHKxz5,Nandi County,KE_County_29,,
201409,Sep-14,201409,,kqJ83J2D72s,Narok County,KE_County_33,,
201409,Sep-14,201409,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201409,Sep-14,201409,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201409,Sep-14,201409,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201409,Sep-14,201409,,o36zCRjSd4G,Samburu County,KE_County_25,,
201409,Sep-14,201409,,u4t9H8XyU9P,Siaya County,KE_County_41,,
201409,Sep-14,201409,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201409,Sep-14,201409,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201409,Sep-14,201409,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201409,Sep-14,201409,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201409,Sep-14,201409,,kphDeKClFch,Turkana County,KE_County_23,,
201409,Sep-14,201409,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,
201409,Sep-14,201409,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201409,Sep-14,201409,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201409,Sep-14,201409,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201410,Oct-14,201410,,vvOK1BxTbet,Baringo County,KE_County_30,,
201410,Oct-14,201410,,HMNARUV2CW4,Bomet County,KE_County_36,,
201410,Oct-14,201410,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201410,Oct-14,201410,,Tvf1zgVZ0K4,Busia County,KE_County_40,,
201410,Oct-14,201410,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201410,Oct-14,201410,,PFu8alU2KWG,Embu County,KE_County_14,,
201410,Oct-14,201410,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201410,Oct-14,201410,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201410,Oct-14,201410,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201410,Oct-14,201410,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201410,Oct-14,201410,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201410,Oct-14,201410,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201410,Oct-14,201410,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201410,Oct-14,201410,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201410,Oct-14,201410,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201410,Oct-14,201410,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201410,Oct-14,201410,,tAbBVBbueqD,Kisumu County,KE_County_42,,
201410,Oct-14,201410,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201410,Oct-14,201410,,N7YETT3A9r1,Kwale County,KE_County_2,,
201410,Oct-14,201410,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201410,Oct-14,201410,,NjWSbQTwys4,Lamu County,KE_County_5,,
201410,Oct-14,201410,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201410,Oct-14,201410,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201410,Oct-14,201410,,R6f9znhg37c,Mandera County,KE_County_9,,
201410,Oct-14,201410,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201410,Oct-14,201410,,Y52XNJ50hYb,Meru County,KE_County_12,,
201410,Oct-14,201410,,fVra3Pwta0Q,Migori County,KE_County_44,,
201410,Oct-14,201410,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201410,Oct-14,201410,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201410,Oct-14,201410,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201410,Oct-14,201410,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201410,Oct-14,201410,,t0J75eHKxz5,Nandi County,KE_County_29,,
201410,Oct-14,201410,,kqJ83J2D72s,Narok County,KE_County_33,,
201410,Oct-14,201410,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201410,Oct-14,201410,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201410,Oct-14,201410,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201410,Oct-14,201410,,o36zCRjSd4G,Samburu County,KE_County_25,,
201410,Oct-14,201410,,u4t9H8XyU9P,Siaya County,KE_County_41,,
201410,Oct-14,201410,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201410,Oct-14,201410,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201410,Oct-14,201410,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201410,Oct-14,201410,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201410,Oct-14,201410,,kphDeKClFch,Turkana County,KE_County_23,,
201410,Oct-14,201410,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,
201410,Oct-14,201410,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201410,Oct-14,201410,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201410,Oct-14,201410,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201411,Nov-14,201411,,vvOK1BxTbet,Baringo County,KE_County_30,,
201411,Nov-14,201411,,HMNARUV2CW4,Bomet County,KE_County_36,,
201411,Nov-14,201411,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201411,Nov-14,201411,,Tvf1zgVZ0K4,Busia County,KE_County_40,,
201411,Nov-14,201411,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201411,Nov-14,201411,,PFu8alU2KWG,Embu County,KE_County_14,,
201411,Nov-14,201411,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201411,Nov-14,201411,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201411,Nov-14,201411,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201411,Nov-14,201411,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201411,Nov-14,201411,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201411,Nov-14,201411,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201411,Nov-14,201411,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201411,Nov-14,201411,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201411,Nov-14,201411,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201411,Nov-14,201411,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201411,Nov-14,201411,,tAbBVBbueqD,Kisumu County,KE_County_42,,
201411,Nov-14,201411,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201411,Nov-14,201411,,N7YETT3A9r1,Kwale County,KE_County_2,,
201411,Nov-14,201411,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201411,Nov-14,201411,,NjWSbQTwys4,Lamu County,KE_County_5,,
201411,Nov-14,201411,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201411,Nov-14,201411,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201411,Nov-14,201411,,R6f9znhg37c,Mandera County,KE_County_9,,
201411,Nov-14,201411,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201411,Nov-14,201411,,Y52XNJ50hYb,Meru County,KE_County_12,,
201411,Nov-14,201411,,fVra3Pwta0Q,Migori County,KE_County_44,,
201411,Nov-14,201411,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201411,Nov-14,201411,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201411,Nov-14,201411,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201411,Nov-14,201411,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201411,Nov-14,201411,,t0J75eHKxz5,Nandi County,KE_County_29,,
201411,Nov-14,201411,,kqJ83J2D72s,Narok County,KE_County_33,,
201411,Nov-14,201411,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201411,Nov-14,201411,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201411,Nov-14,201411,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201411,Nov-14,201411,,o36zCRjSd4G,Samburu County,KE_County_25,,
201411,Nov-14,201411,,u4t9H8XyU9P,Siaya County,KE_County_41,,
201411,Nov-14,201411,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201411,Nov-14,201411,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201411,Nov-14,201411,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201411,Nov-14,201411,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201411,Nov-14,201411,,kphDeKClFch,Turkana County,KE_County_23,,
201411,Nov-14,201411,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,
201411,Nov-14,201411,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201411,Nov-14,201411,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201411,Nov-14,201411,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201412,Dec-14,201412,,vvOK1BxTbet,Baringo County,KE_County_30,,
201412,Dec-14,201412,,HMNARUV2CW4,Bomet County,KE_County_36,,
201412,Dec-14,201412,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201412,Dec-14,201412,,Tvf1zgVZ0K4,Busia County,KE_County_40,,
201412,Dec-14,201412,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201412,Dec-14,201412,,PFu8alU2KWG,Embu County,KE_County_14,,
201412,Dec-14,201412,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201412,Dec-14,201412,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201412,Dec-14,201412,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201412,Dec-14,201412,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201412,Dec-14,201412,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201412,Dec-14,201412,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201412,Dec-14,201412,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201412,Dec-14,201412,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201412,Dec-14,201412,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201412,Dec-14,201412,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201412,Dec-14,201412,,tAbBVBbueqD,Kisumu County,KE_County_42,,
201412,Dec-14,201412,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201412,Dec-14,201412,,N7YETT3A9r1,Kwale County,KE_County_2,,
201412,Dec-14,201412,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201412,Dec-14,201412,,NjWSbQTwys4,Lamu County,KE_County_5,,
201412,Dec-14,201412,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201412,Dec-14,201412,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201412,Dec-14,201412,,R6f9znhg37c,Mandera County,KE_County_9,,
201412,Dec-14,201412,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201412,Dec-14,201412,,Y52XNJ50hYb,Meru County,KE_County_12,,
201412,Dec-14,201412,,fVra3Pwta0Q,Migori County,KE_County_44,,
201412,Dec-14,201412,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201412,Dec-14,201412,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201412,Dec-14,201412,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201412,Dec-14,201412,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201412,Dec-14,201412,,t0J75eHKxz5,Nandi County,KE_County_29,,
201412,Dec-14,201412,,kqJ83J2D72s,Narok County,KE_County_33,,
201412,Dec-14,201412,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201412,Dec-14,201412,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201412,Dec-14,201412,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201412,Dec-14,201412,,o36zCRjSd4G,Samburu County,KE_County_25,,
201412,Dec-14,201412,,u4t9H8XyU9P,Siaya County,KE_County_41,,
201412,Dec-14,201412,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201412,Dec-14,201412,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201412,Dec-14,201412,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201412,Dec-14,201412,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201412,Dec-14,201412,,kphDeKClFch,Turkana County,KE_County_23,,
201412,Dec-14,201412,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,
201412,Dec-14,201412,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201412,Dec-14,201412,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201412,Dec-14,201412,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201501,Jan-15,201501,,vvOK1BxTbet,Baringo County,KE_County_30,,
201501,Jan-15,201501,,HMNARUV2CW4,Bomet County,KE_County_36,,
201501,Jan-15,201501,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201501,Jan-15,201501,,Tvf1zgVZ0K4,Busia County,KE_County_40,,
201501,Jan-15,201501,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201501,Jan-15,201501,,PFu8alU2KWG,Embu County,KE_County_14,,
201501,Jan-15,201501,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201501,Jan-15,201501,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201501,Jan-15,201501,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201501,Jan-15,201501,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201501,Jan-15,201501,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201501,Jan-15,201501,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201501,Jan-15,201501,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201501,Jan-15,201501,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201501,Jan-15,201501,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201501,Jan-15,201501,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201501,Jan-15,201501,,tAbBVBbueqD,Kisumu County,KE_County_42,,
201501,Jan-15,201501,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201501,Jan-15,201501,,N7YETT3A9r1,Kwale County,KE_County_2,,
201501,Jan-15,201501,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201501,Jan-15,201501,,NjWSbQTwys4,Lamu County,KE_County_5,,
201501,Jan-15,201501,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201501,Jan-15,201501,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201501,Jan-15,201501,,R6f9znhg37c,Mandera County,KE_County_9,,
201501,Jan-15,201501,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201501,Jan-15,201501,,Y52XNJ50hYb,Meru County,KE_County_12,,
201501,Jan-15,201501,,fVra3Pwta0Q,Migori County,KE_County_44,,
201501,Jan-15,201501,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201501,Jan-15,201501,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201501,Jan-15,201501,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201501,Jan-15,201501,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201501,Jan-15,201501,,t0J75eHKxz5,Nandi County,KE_County_29,,
201501,Jan-15,201501,,kqJ83J2D72s,Narok County,KE_County_33,,5
201501,Jan-15,201501,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
201501,Jan-15,201501,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201501,Jan-15,201501,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201501,Jan-15,201501,,o36zCRjSd4G,Samburu County,KE_County_25,,
201501,Jan-15,201501,,u4t9H8XyU9P,Siaya County,KE_County_41,,
201501,Jan-15,201501,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201501,Jan-15,201501,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201501,Jan-15,201501,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201501,Jan-15,201501,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201501,Jan-15,201501,,kphDeKClFch,Turkana County,KE_County_23,,
201501,Jan-15,201501,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,
201501,Jan-15,201501,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201501,Jan-15,201501,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201501,Jan-15,201501,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201502,Feb-15,201502,,vvOK1BxTbet,Baringo County,KE_County_30,,
201502,Feb-15,201502,,HMNARUV2CW4,Bomet County,KE_County_36,,
201502,Feb-15,201502,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201502,Feb-15,201502,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2
201502,Feb-15,201502,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201502,Feb-15,201502,,PFu8alU2KWG,Embu County,KE_County_14,,
201502,Feb-15,201502,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201502,Feb-15,201502,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201502,Feb-15,201502,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201502,Feb-15,201502,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201502,Feb-15,201502,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201502,Feb-15,201502,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201502,Feb-15,201502,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201502,Feb-15,201502,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201502,Feb-15,201502,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201502,Feb-15,201502,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201502,Feb-15,201502,,tAbBVBbueqD,Kisumu County,KE_County_42,,
201502,Feb-15,201502,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201502,Feb-15,201502,,N7YETT3A9r1,Kwale County,KE_County_2,,
201502,Feb-15,201502,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201502,Feb-15,201502,,NjWSbQTwys4,Lamu County,KE_County_5,,
201502,Feb-15,201502,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201502,Feb-15,201502,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201502,Feb-15,201502,,R6f9znhg37c,Mandera County,KE_County_9,,
201502,Feb-15,201502,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201502,Feb-15,201502,,Y52XNJ50hYb,Meru County,KE_County_12,,
201502,Feb-15,201502,,fVra3Pwta0Q,Migori County,KE_County_44,,
201502,Feb-15,201502,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201502,Feb-15,201502,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201502,Feb-15,201502,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201502,Feb-15,201502,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201502,Feb-15,201502,,t0J75eHKxz5,Nandi County,KE_County_29,,
201502,Feb-15,201502,,kqJ83J2D72s,Narok County,KE_County_33,,3
201502,Feb-15,201502,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1
201502,Feb-15,201502,,mYZacFNIB3h,Nyandarua County,KE_County_18,,
201502,Feb-15,201502,,ptWVfaCIdVx,Nyeri County,KE_County_19,,
201502,Feb-15,201502,,o36zCRjSd4G,Samburu County,KE_County_25,,
201502,Feb-15,201502,,u4t9H8XyU9P,Siaya County,KE_County_41,,
201502,Feb-15,201502,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,
201502,Feb-15,201502,,JsH2bnvNt2d,Tana River County,KE_County_4,,
201502,Feb-15,201502,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,
201502,Feb-15,201502,,mThvosEflAU,Trans Nzoia County,KE_County_26,,
201502,Feb-15,201502,,kphDeKClFch,Turkana County,KE_County_23,,
201502,Feb-15,201502,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,
201502,Feb-15,201502,,sANMZ3lpqGs,Vihiga County,KE_County_38,,
201502,Feb-15,201502,,CeLsrJOH0g9,Wajir County,KE_County_8,,
201502,Feb-15,201502,,XWALbfAPa6n,West Pokot County,KE_County_24,,
201503,Mar-15,201503,,vvOK1BxTbet,Baringo County,KE_County_30,,
201503,Mar-15,201503,,HMNARUV2CW4,Bomet County,KE_County_36,,
201503,Mar-15,201503,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,
201503,Mar-15,201503,,Tvf1zgVZ0K4,Busia County,KE_County_40,,
201503,Mar-15,201503,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,
201503,Mar-15,201503,,PFu8alU2KWG,Embu County,KE_County_14,,
201503,Mar-15,201503,,uyOrcHZBpW0,Garissa County,KE_County_7,,
201503,Mar-15,201503,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,
201503,Mar-15,201503,,bzOfj0iwfDH,Isiolo County,KE_County_11,,
201503,Mar-15,201503,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,
201503,Mar-15,201503,,BjC1xL40gHo,Kakamega County,KE_County_37,,
201503,Mar-15,201503,,ihZsJ8alvtb,Kericho County,KE_County_35,,
201503,Mar-15,201503,,qKzosKQPl6G,Kiambu County,KE_County_22,,
201503,Mar-15,201503,,nrI2khZx3d0,Kilifi County,KE_County_3,,
201503,Mar-15,201503,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,
201503,Mar-15,201503,,sPkRcDvhGWA,Kisii County,KE_County_45,,
201503,Mar-15,201503,,tAbBVBbueqD,Kisumu County,KE_County_42,,
201503,Mar-15,201503,,j8o6iO4Njsi,Kitui County,KE_County_15,,
201503,Mar-15,201503,,N7YETT3A9r1,Kwale County,KE_County_2,,
201503,Mar-15,201503,,xuFdFy6t9AH,Laikipia County,KE_County_31,,
201503,Mar-15,201503,,NjWSbQTwys4,Lamu County,KE_County_5,,
201503,Mar-15,201503,,yhCUgGcCcOo,Machakos County,KE_County_16,,
201503,Mar-15,201503,,BoDytkJQ4Qi,Makueni County,KE_County_17,,
201503,Mar-15,201503,,R6f9znhg37c,Mandera County,KE_County_9,,
201503,Mar-15,201503,,Eey8fT4Im3y,Marsabit County,KE_County_10,,
201503,Mar-15,201503,,Y52XNJ50hYb,Meru County,KE_County_12,,
201503,Mar-15,201503,,fVra3Pwta0Q,Migori County,KE_County_44,,
201503,Mar-15,201503,,wsBsC6gjHvn,Mombasa County,KE_County_1,,
201503,Mar-15,201503,,ahwTMNAJvrL,Muranga County,KE_County_21,,
201503,Mar-15,201503,,jkG3zaihdSs,Nairobi County,KE_County_47,,
201503,Mar-15,201503,,ob6SxuRcqU4,Nakuru County,KE_County_32,,
201503,Mar-15,201503,,t0J75eHKxz5,Nandi County,KE_County_29,,
201503,Mar-15,201503,,kqJ83J2D72s,Narok County,KE_County_33,,
201503,Mar-15,201503,,uepLTG8wGWJ,Nyamira County,KE_County_46,,
